"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"CVM","Normal2Var",158187200,10000,100,100,2.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",355687889,10000,100,100,0.5,3,5,0,0.2504,0.23923965012432,0.26156034987568,0.6481,0.638739765794469,0.657460234205531,0.8314,0.825241148998466,0.837558851001534,8314,6481,2504
"CVM","Normal2Var",1458788,10000,100,100,1.5,3,5,0,0.7482,0.737018950413822,0.759381049586178,0.9335,0.928616580251504,0.938383419748496,0.9759,0.973377233341751,0.978422766658249,9759,9335,7482
"CVM","Normal2Var",2531170,10000,100,100,2,3,5,0,0.9125,0.905221090466286,0.919778909533714,0.9845,0.982078804931444,0.986921195068556,0.9957,0.994623623063339,0.996776376936661,9957,9845,9125
"CVM","Normal2Var",88003884,10000,100,100,2.5,3,5,0,0.9838,0.980547953288365,0.987052046711635,0.9975,0.996521225766584,0.998478774233416,0.9993,0.998864926265128,0.999735073734871,9993,9975,9838
"CVM","Normal2Var",8393301,10000,100,100,0.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",70901837,10000,100,100,1.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",42172,10000,100,100,2,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",1112611,10000,100,100,2.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",25352289,10000,100,100,1,1,3,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"CVM","Normal2Var",182099,10000,100,100,1,3,5,0,0.4833,0.470427186211122,0.496172813788878,0.8125,0.804849877451962,0.820150122548038,0.9153,0.910719748362723,0.919880251637277,9153,8125,4833
"CVM","Normal2Var",15008176,10000,100,100,1,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",37936,10000,100,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",147183,10000,100,100,5,3,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",436581,10000,100,100,5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",261789,10000,10,100,0.5,1,3,0,0.0142,0.0111522142245991,0.0172477857754009,0.2303,0.222047913273262,0.238552086726738,0.5461,0.537910034318694,0.554289965681306,5461,2303,142
"CVM","Normal2Var",81142440,10000,10,100,1.5,1,3,0,0.3677,0.355279065702223,0.380120934297777,0.8265,0.819077892506841,0.833922107493159,0.9508,0.947242105712026,0.954357894287974,9508,8265,3677
"CVM","Normal2Var",27578320,10000,10,100,2,1,3,0,0.7503,0.739150058132976,0.761449941867024,0.9722,0.968977771922163,0.975422228077837,0.9952,0.994063049113462,0.996336950886538,9952,9722,7503
"CVM","Normal2Var",3679974,10000,10,100,2.5,1,3,0,0.9468,0.941018629535017,0.952581370464983,0.9981,0.997246467819939,0.998953532180061,0.9998,0.999567385133966,1.00003261486603,9998,9981,9468
"CVM","Normal2Var",862951,10000,10,100,0.5,3,5,0,0.0049,0.00310122326515379,0.00669877673484621,0.0479,0.0437143287928458,0.0520856712071542,0.1197,0.114360158965309,0.125039841034691,1197,479,49
"CVM","Normal2Var",39137,10000,10,100,1.5,3,5,0,0.0391,0.034106864703481,0.044093135296519,0.1747,0.167257678169711,0.182142321830289,0.3184,0.310736675380907,0.326063324619093,3184,1747,391
"CVM","Normal2Var",30963046,10000,10,100,2,3,5,0,0.0868,0.0795474843824383,0.0940525156175617,0.3053,0.296273526261845,0.314326473738155,0.4774,0.469183406297796,0.485616593702204,4774,3053,868
"CVM","Normal2Var",1223796,10000,10,100,2.5,3,5,0,0.1752,0.165407643054663,0.184992356945337,0.4671,0.457321238249431,0.476878761750569,0.6315,0.623564554270907,0.639435445729093,6315,4671,1752
"CVM","Normal2Var",103016,10000,10,100,0.5,1,5,0,0.0197,0.0161202023954955,0.0232797976045045,0.6169,0.607371609828392,0.626428390171608,0.936,0.931973814192067,0.940026185807933,9360,6169,197
"CVM","Normal2Var",172839,10000,10,100,1.5,1,5,0,0.2022,0.19185373851498,0.21254626148502,0.8632,0.856464732703032,0.869935267296967,0.9853,0.983320257022799,0.987279742977201,9853,8632,2022
"CVM","Normal2Var",41386463,10000,10,100,2,1,5,0,0.4233,0.410572445404842,0.436027554595158,0.9443,0.939804907182093,0.948795092817907,0.9967,0.995756579951042,0.997643420048958,9967,9443,4233
"CVM","Normal2Var",47629627,10000,10,100,2.5,1,5,0,0.671,0.658896664616793,0.683103335383207,0.9862,0.983913463630379,0.988486536369621,0.9989,0.99835471537618,0.99944528462382,9989,9862,6710
"CVM","Normal2Var",133405702,10000,10,100,1,1,3,0,0.107,0.099037242735233,0.114962757264767,0.5257,0.515912954165756,0.535487045834244,0.7896,0.782895099461319,0.796304900538681,7896,5257,1070
"CVM","Normal2Var",1605052,10000,10,100,1,3,5,0,0.0145,0.011420656237183,0.017579343762817,0.0842,0.0787573245643709,0.0896426754356291,0.1912,0.184731100298938,0.197668899701062,1912,842,145
"CVM","Normal2Var",16814,10000,10,100,1,1,5,0,0.0707,0.0640971180290591,0.0773028819709409,0.7369,0.72826980172288,0.74553019827712,0.962,0.958854821946217,0.965145178053783,9620,7369,707
"CVM","Normal2Var",46859202,10000,10,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"CVM","Normal2Var",2253413,10000,10,100,5,3,5,0,0.8694,0.860719849302779,0.878080150697221,0.9766,0.973637063390756,0.979562936609244,0.9933,0.991958027793218,0.994641972206782,9933,9766,8694
"CVM","Normal2Var",2257545,10000,10,100,5,1,5,0,0.9998,0.999435735018296,1.0001642649817,1,1,1,1,1,1,10000,10000,9998
