"method","distribution","seed","N","n1","n2","delta","scale","lambda3","lambda4","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"SmoothFixed_6_asymp","GLDLS",5943076,10000,10,10,0,2,-0.002,-0.002,1,0.0057,0.0037607133569851,0.0076392866430149,0.0392,0.0353962181480006,0.0430037818519994,0.0873,0.0826565898175183,0.0919434101824817,873,392,57
"SmoothFixed_6_asymp","GLDLS",16412047,10000,10,10,0,2,-0.02,-0.02,1,0.0056,0.00367770325743812,0.00752229674256188,0.037,0.0333002696098229,0.0406997303901771,0.0854,0.0808026196403713,0.0899973803596287,854,370,56
"SmoothFixed_6_asymp","GLDLS",441500,10000,10,10,0,2,-0.05,-0.05,1,0.005,0.00318305240581903,0.00681694759418097,0.0414,0.0374954143463871,0.0453045856536129,0.0888,0.0841207177663236,0.0934792822336765,888,414,50
"SmoothFixed_6_asymp","GLDLS",132751,10000,10,10,0,2,-0.1,-0.1,1,0.0065,0.00442992313031617,0.00857007686968383,0.0391,0.035300875317866,0.042899124682134,0.0842,0.0796320402593828,0.0887679597406172,842,391,65
"SmoothFixed_6_asymp","GLDLS",1363097,10000,10,10,0,2,-0.2,-0.2,1,0.0065,0.00442992313031617,0.00857007686968383,0.04,0.036159200083316,0.043840799916684,0.0909,0.0861711703131774,0.0956288296868226,909,400,65
"SmoothFixed_6_asymp","GLDLS",50198703,10000,10,10,0.5,2,-0.002,-0.002,0,0.0038,0.00221506693533891,0.00538493306466109,0.032,0.0285504,0.0354496,0.0715,0.0672615225470253,0.0757384774529747,715,320,38
"SmoothFixed_6_asymp","GLDLS",83509,10000,10,10,0.5,2,-0.002,-0.02,0,0.0032,0.00174512774259181,0.00465487225740819,0.0331,0.0295936049192368,0.0366063950807631,0.0708,0.0665807318070073,0.0750192681929927,708,331,32
"SmoothFixed_6_asymp","GLDLS",17680320,10000,10,10,0.5,2,-0.002,-0.05,0,0.0033,0.00182264434886653,0.00477735565113347,0.0301,0.0267510952240471,0.0334489047759529,0.0691,0.06492788336369,0.07327211663631,691,301,33
"SmoothFixed_6_asymp","GLDLS",294176990,10000,10,10,0.5,2,-0.002,-0.1,0,0.0049,0.00310122326515379,0.00669877673484621,0.0326,0.0291192894233505,0.0360807105766495,0.0729,0.0686234558791034,0.0771765441208966,729,326,49
"SmoothFixed_6_asymp","GLDLS",7897165,10000,10,10,0.5,2,-0.002,-0.2,0,0.0044,0.00269503824744835,0.00610496175255165,0.0294,0.0260890709064675,0.0327109290935325,0.0716,0.0673587880213788,0.0758412119786212,716,294,44
"SmoothFixed_6_asymp","GLDLS",3187390,10000,10,10,1,2,-0.002,-0.002,0,0.0013,0.000371813901280567,0.00222818609871943,0.0148,0.0124332677393503,0.0171667322606497,0.0397,0.0364880807364171,0.0429119192635829,397,148,13
"SmoothFixed_6_asymp","GLDLS",1095417,10000,10,10,1,2,-0.002,-0.02,0,0.0013,0.000371813901280567,0.00222818609871943,0.0131,0.0108714196666039,0.0153285803333961,0.0402,0.0369687593658318,0.0434312406341682,402,131,13
"SmoothFixed_6_asymp","GLDLS",7557134,10000,10,10,1,2,-0.002,-0.05,0,9e-04,0.00012754783828123,0.00167245216171877,0.0154,0.0129865053108822,0.0178134946891178,0.041,0.037738126351696,0.044261873648304,410,154,9
"SmoothFixed_6_asymp","GLDLS",18041035,10000,10,10,1,2,-0.002,-0.1,0,0.001,0.00018580467797954,0.00181419532202046,0.0157,0.0132634819102662,0.0181365180897338,0.0455,0.0420718519687191,0.0489281480312809,455,157,10
"SmoothFixed_6_asymp","GLDLS",730353,10000,10,10,1,2,-0.002,-0.2,0,0.0014,0.000436823989135942,0.00236317601086406,0.0169,0.0143736223436707,0.0194263776563293,0.0431,0.0397592974032436,0.0464407025967564,431,169,14
"SmoothFixed_6_asymp","GLDLS",652441,10000,10,10,1.5,2,-0.002,-0.002,0,1e-04,-0.000157587119677984,0.000357587119677984,0.0037,0.0025099861977271,0.0048900138022729,0.0133,0.0114155514404009,0.0151844485595991,133,37,1
"SmoothFixed_6_asymp","GLDLS",598509,10000,10,10,1.5,2,-0.002,-0.02,0,2e-04,-0.000164264981704253,0.000564264981704253,0.0044,0.00310274649262374,0.00569725350737626,0.0166,0.0144982306798557,0.0187017693201443,166,44,2
"SmoothFixed_6_asymp","GLDLS",75724,10000,10,10,1.5,2,-0.002,-0.05,0,2e-04,-0.000164264981704253,0.000564264981704253,0.0057,0.00422445581509736,0.00717554418490264,0.0184,0.0161892375031225,0.0206107624968775,184,57,2
"SmoothFixed_6_asymp","GLDLS",1917737,10000,10,10,1.5,2,-0.002,-0.1,0,2e-04,-0.000164264981704253,0.000564264981704253,0.0068,0.00518924724380183,0.00841075275619817,0.0226,0.0201551270856955,0.0250448729143045,226,68,2
"SmoothFixed_6_asymp","GLDLS",87176312,10000,10,10,1.5,2,-0.002,-0.2,0,5e-04,-7.58670902213462e-05,0.00107586709022135,0.0073,0.00563149884219399,0.00896850115780601,0.023,0.0205340906793842,0.0254659093206158,230,73,5
"SmoothFixed_6_asymp","GLDLS",322581,10000,10,10,2,2,-0.002,-0.002,0,0,0,0,7e-04,0.000181614273344645,0.00121838572665535,0.0039,0.00287470302547262,0.00492529697452738,39,7,0
"SmoothFixed_6_asymp","GLDLS",60603,10000,10,10,2,2,-0.002,-0.02,0,0,0,0,9e-04,0.000312264659561806,0.00148773534043819,0.005,0.00383972096567248,0.00616027903432752,50,9,0
