"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"SmoothFixed_4_asymp","Cauchy",295113965,10000,10,10,0,1,1,1,0.0026,0.00128820124431222,0.00391179875568778,0.0285,0.0252386312627978,0.0317613687372022,0.072,0.0677478738682866,0.0762521261317134,720,285,26
"SmoothFixed_4_asymp","Cauchy",1458894,10000,10,10,0,0.5,0.5,1,0.0023,0.00106601533457826,0.00353398466542174,0.0274,0.0242003793914903,0.0305996206085097,0.0724,0.0681369978137937,0.0766630021862063,724,274,23
"SmoothFixed_4_asymp","Cauchy",120907742,10000,10,10,0,2,2,1,0.0019,0.000778214849062442,0.00302178515093756,0.0276,0.0243890533672451,0.0308109466327549,0.0726,0.0683315739824732,0.0768684260175268,726,276,19
"SmoothFixed_4_asymp","Cauchy",11123021,10000,10,10,0.5,1,1,0,0.0052,0.00334725598592358,0.00705274401407642,0.0489,0.0446730842489588,0.0531269157510412,0.1148,0.109556061992319,0.120043938007681,1148,489,52
"SmoothFixed_4_asymp","Cauchy",34710939,10000,10,10,0.5,0.5,0.5,0,0.0202,0.0165759827102929,0.0238240172897071,0.1274,0.120864957900794,0.133935042099206,0.2431,0.236043690288828,0.250156309711172,2431,1274,202
"SmoothFixed_4_asymp","Cauchy",6334237,10000,10,10,0.5,2,2,0,0.0024,0.00113953816677219,0.0036604618332278,0.0319,0.0284556163189331,0.0353443836810669,0.081,0.0765118623575585,0.0854881376424415,810,319,24
"SmoothFixed_4_asymp","Cauchy",10034605,10000,10,10,0.5,0.5,2,0,0.0564,0.0504573606169056,0.0623426393830944,0.2435,0.235087791654981,0.251912208345019,0.403,0.394931262423557,0.411068737576443,4030,2435,564
"SmoothFixed_4_asymp","Cauchy",33071953,10000,10,10,0.5,1,2,0,0.0094,0.00691424141894994,0.0118857585810501,0.0755,0.0703217501064549,0.0806782498935451,0.1569,0.15091702871142,0.16288297128858,1569,755,94
"SmoothFixed_4_asymp","Cauchy",12635598,10000,10,10,1,1,1,0,0.0221,0.0183130530734662,0.0258869469265338,0.1292,0.12262574510552,0.13577425489448,0.2408,0.23376648782937,0.24783351217063,2408,1292,221
"SmoothFixed_4_asymp","Cauchy",94820,10000,10,10,1,0.5,0.5,0,0.1264,0.117839961690045,0.134960038309955,0.4179,0.408233014736,0.427566985264,0.5885,0.580404865747291,0.596595134252709,5885,4179,1264
"SmoothFixed_4_asymp","Cauchy",298614562,10000,10,10,1,2,2,0,0.0044,0.00269503824744835,0.00610496175255165,0.045,0.0409368391614409,0.0490631608385591,0.108,0.102894242226662,0.113105757773338,1080,450,44
"SmoothFixed_4_asymp","Cauchy",30857347,10000,10,10,1,0.5,2,0,0.0817,0.0746441526069836,0.0887558473930164,0.3229,0.31373533698086,0.33206466301914,0.4873,0.479077653648576,0.495522346351424,4873,3229,817
"SmoothFixed_4_asymp","Cauchy",1314455,10000,10,10,1,1,2,0,0.0184,0.0149380400048897,0.0218619599951103,0.1177,0.111383849897794,0.124016150102206,0.2255,0.218625361174987,0.232374638825013,2255,1177,184
"SmoothFixed_4_asymp","Cauchy",1131510,10000,10,10,1.5,1,1,0,0.06,0.0538823389567581,0.0661176610432419,0.2633,0.254667693822761,0.271932306177239,0.4197,0.411581764001596,0.427818235998404,4197,2633,600
"SmoothFixed_4_asymp","Cauchy",25117,10000,10,10,1.5,0.5,0.5,0,0.3129,0.300955757434329,0.324844242565671,0.6832,0.674081517128294,0.692318482871706,0.8196,0.813274641516594,0.825925358483406,8196,6832,3129
"SmoothFixed_4_asymp","Cauchy",3307586,10000,10,10,1.5,2,2,0,0.0097,0.00717526898390819,0.0122247310160918,0.0792,0.0739070070264925,0.0844929929735075,0.1668,0.16066748589073,0.17293251410927,1668,792,97
"SmoothFixed_4_asymp","Cauchy",7186972,10000,10,10,1.5,0.5,2,0,0.1304,0.121725500627864,0.139074499372136,0.4249,0.415211174799884,0.434588825200116,0.5939,0.585821345041965,0.601978654958034,5939,4249,1304
"SmoothFixed_4_asymp","Cauchy",46422,10000,10,10,1.5,1,2,0,0.0355,0.0307333731917004,0.0402666268082996,0.1836,0.1760117102107,0.1911882897893,0.3207,0.313022033912892,0.328377966087108,3207,1836,355
"SmoothFixed_4_asymp","Cauchy",519688,10000,10,10,2,1,1,0,0.1235,0.115024695748801,0.131975304251199,0.4129,0.403249839134273,0.422550160865727,0.5897,0.58160844063664,0.59779155936336,5897,4129,1235
"SmoothFixed_4_asymp","Cauchy",35413563,10000,10,10,2,0.5,0.5,0,0.4985,0.48562005796013,0.51137994203987,0.832,0.824672220789352,0.839327779210648,0.924,0.919640781037846,0.928359218962154,9240,8320,4985
"SmoothFixed_4_asymp","Cauchy",127892113,10000,10,10,2,2,2,0,0.0218,0.0180382672793809,0.0255617327206191,0.1289,0.122332251152305,0.135467748847695,0.239,0.231984523387716,0.246015476612284,2390,1289,218
"SmoothFixed_4_asymp","Cauchy",1985481,10000,10,10,2,0.5,2,0,0.1941,0.183911759123394,0.204288240876606,0.5316,0.521819591358721,0.541380408641279,0.7129,0.705457877645592,0.720342122354408,7129,5316,1941
"SmoothFixed_4_asymp","Cauchy",71500,10000,10,10,2,1,2,0,0.0679,0.0614194479990371,0.0743805520009629,0.2767,0.26793160948762,0.28546839051238,0.4333,0.42514851275878,0.44145148724122,4333,2767,679
"SmoothFixed_4_asymp","Cauchy",2062399,10000,10,10,2.5,1,1,0,0.2134,0.202845928372891,0.223954071627109,0.5574,0.547664791476378,0.567135208523622,0.7214,0.714025297126046,0.728774702873954,7214,5574,2134
"SmoothFixed_4_asymp","Cauchy",134013,10000,10,10,2.5,0.5,0.5,0,0.6384,0.626023253131532,0.650776746868468,0.9093,0.903671232497109,0.914928767502891,0.963,0.959894869136816,0.966105130863184,9630,9093,6384
"SmoothFixed_4_asymp","Cauchy",44453375,10000,10,10,2.5,2,2,0,0.0381,0.0331685650485823,0.0430314349514177,0.1909,0.1831969957737,0.1986030042263,0.3247,0.316997079396698,0.332402920603302,3247,1909,381
"SmoothFixed_4_asymp","Cauchy",17180748,10000,10,10,2.5,0.5,2,0,0.2687,0.257281015627077,0.280118984372923,0.6365,0.627072262475015,0.645927737524984,0.7873,0.78056837719619,0.79403162280381,7873,6365,2687
"SmoothFixed_4_asymp","Cauchy",17802,10000,10,10,2.5,1,2,0,0.1009,0.093141184215736,0.108658815784264,0.3724,0.362924494785058,0.381875505214942,0.5528,0.544620988536113,0.560979011463887,5528,3724,1009
"SmoothFixed_4_asymp","Cauchy",168121166,10000,10,10,5,1,1,0,0.6319,0.619476243091944,0.644323756908056,0.9028,0.896993893750059,0.908606106249941,0.9614,0.958231077533435,0.964568922466565,9614,9028,6319
"SmoothFixed_4_asymp","Cauchy",32739386,10000,10,10,5,0.5,0.5,0,0.9139,0.906674019702497,0.921125980297503,0.9912,0.989369464928061,0.993030535071939,0.9982,0.997502714012833,0.998897285987167,9982,9912,9139
"SmoothFixed_4_asymp","Cauchy",299922752,10000,10,10,5,2,2,0,0.2174,0.206774593589428,0.228025406410572,0.5525,0.542754172226024,0.562245827773976,0.7197,0.712311552316232,0.727088447683768,7197,5525,2174
"SmoothFixed_4_asymp","Cauchy",4388451,10000,10,10,5,0.5,2,0,0.6421,0.629751106566417,0.654448893433583,0.9157,0.910254390869554,0.921145609130446,0.9653,0.962289339443615,0.968310660556385,9653,9157,6421
"SmoothFixed_4_asymp","Cauchy",231339,10000,10,10,5,1,2,0,0.4225,0.409775661626631,0.435224338373369,0.7822,0.774110085813459,0.790289914186541,0.8952,0.890161438308565,0.900238561691435,8952,7822,4225
