"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"Yuen","Normal2Var",368878,10000,100,100,2.5,1,5,0,0.9716,0.967320936002939,0.975879063997061,0.996,0.994762868867096,0.997237131132904,0.9988,0.998230497293773,0.999369502706227,9988,9960,9716
"Yuen","Normal2Var",547773,10000,100,100,1,1,3,0,0.6202,0.607697720036246,0.632702279963754,0.829,0.82162042430488,0.83637957569512,0.8982,0.89322576479769,0.90317423520231,8982,8290,6202
"Yuen","Normal2Var",66281,10000,100,100,1,3,5,0,0.1565,0.147140652483939,0.165859347516061,0.3566,0.347211693294827,0.365988306705173,0.4803,0.472081386560023,0.488518613439977,4803,3566,1565
"Yuen","Normal2Var",187079842,10000,100,100,1,1,5,0,0.2182,0.207560503773779,0.228839496226221,0.4419,0.432166386813603,0.451633613186397,0.5715,0.563359530887635,0.579640469112365,5715,4419,2182
"Yuen","Normal2Var",195447186,10000,100,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Yuen","Normal2Var",321183,10000,100,100,5,3,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Yuen","Normal2Var",247212,10000,100,100,5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Yuen","Normal2Var",3432309,10000,10,100,0.5,1,3,0,0.0621,0.0558831566154853,0.0683168433845147,0.1688,0.161458326615165,0.176141673384835,0.2696,0.262300279553736,0.276899720446264,2696,1688,621
"Yuen","Normal2Var",5837070,10000,10,100,1.5,1,3,0,0.6172,0.604678833750053,0.629721166249947,0.8493,0.842287978168773,0.856312021831227,0.9207,0.916255104373017,0.925144895626983,9207,8493,6172
"Yuen","Normal2Var",350047,10000,10,100,2,1,3,0,0.8814,0.873071347805227,0.889728652194773,0.9749,0.971833994233795,0.977966005766205,0.9918,0.990316509121059,0.993283490878941,9918,9749,8814
"Yuen","Normal2Var",126919,10000,10,100,2.5,1,3,0,0.9734,0.9692549254297,0.9775450745703,0.9976,0.996640952952979,0.998559047047021,0.9994,0.998997179837769,0.999802820162231,9994,9976,9734
"Yuen","Normal2Var",165404262,10000,10,100,0.5,3,5,0,0.0239,0.0199654781130226,0.0278345218869774,0.0778,0.0725500105728106,0.0830499894271893,0.1347,0.129083923020847,0.140316076979153,1347,778,239
"Yuen","Normal2Var",1345669,10000,10,100,1.5,3,5,0,0.0963,0.088700742804283,0.103899257195717,0.2341,0.225800674213504,0.242399325786496,0.3441,0.336285034699247,0.351914965300753,3441,2341,963
"Yuen","Normal2Var",4202101,10000,10,100,2,3,5,0,0.1611,0.151630027320213,0.170569972679787,0.3578,0.348404684033754,0.367195315966246,0.4898,0.481576711636097,0.498023288363903,4898,3578,1611
"Yuen","Normal2Var",4199537,10000,10,100,2.5,3,5,0,0.2547,0.243476562517178,0.265923437482822,0.4965,0.486700240102941,0.506299759897059,0.6363,0.628386501681192,0.644213498318808,6363,4965,2547
"Yuen","Normal2Var",6836040,10000,10,100,0.5,1,5,0,0.0356,0.0308269118117445,0.0403730881882555,0.1177,0.111383849897794,0.124016150102206,0.2038,0.197173578175222,0.210426421824778,2038,1177,356
"Yuen","Normal2Var",184550163,10000,10,100,1.5,1,5,0,0.3797,0.367198358297775,0.392201641702225,0.6362,0.626770595831676,0.645629404168324,0.7539,0.74681436819959,0.76098563180041,7539,6362,3797
"Yuen","Normal2Var",23640652,10000,10,100,2,1,5,0,0.6684,0.656272498409988,0.680527501590012,0.8663,0.859629537727443,0.872970462272556,0.9294,0.925186242030788,0.933613757969212,9294,8663,6684
"Yuen","Normal2Var",42126569,10000,10,100,2.5,1,5,0,0.8852,0.87698821622627,0.89341178377373,0.9725,0.969294710777481,0.97570528922252,0.9883,0.986531100208102,0.990068899791897,9883,9725,8852
"Yuen","Normal2Var",1940640,10000,10,100,1,1,3,0,0.2814,0.26981618770225,0.29298381229775,0.5279,0.518115268730599,0.537684731269401,0.66,0.652207490712229,0.667792509287771,6600,5279,2814
"Yuen","Normal2Var",19691,10000,10,100,1,3,5,0,0.0492,0.0436284889447892,0.0547715110552108,0.135,0.128302217979062,0.141697782020938,0.2192,0.212394562035078,0.226005437964922,2192,1350,492
"Yuen","Normal2Var",1640422,10000,10,100,1,1,5,0,0.1478,0.138657734264395,0.156942265735605,0.339,0.329721951248242,0.348278048751758,0.4629,0.454697673195186,0.471102326804814,4629,3390,1478
"Yuen","Normal2Var",62186585,10000,10,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Yuen","Normal2Var",1270167,10000,10,100,5,3,5,0,0.7854,0.774824372000927,0.795975627999073,0.9588,0.954904450815405,0.962695549184595,0.9879,0.986101480792992,0.989698519207008,9879,9588,7854
