"method","distribution","seed","N","n1","n2","delta","rate1","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BM","Exp",5002901,10000,10,10,1.5,0.125,0,0.0398,0.0347642026432256,0.0448357973567744,0.1075,0.101428941525566,0.113571058474434,0.172,0.1657920916856,0.1782079083144,1720,1075,398
"BM","Exp",6199135,10000,10,10,2,1,0,0.869475706835026,0.86079769456483,0.878153719105222,0.960609387867142,0.956796747431275,0.96442202830301,0.984216305242932,0.98216601418866,0.986266596297203,7171,6999,6335
"BM","Exp",594539,10000,10,10,2,0.5,0,0.496781444773679,0.483901711626802,0.509661177920557,0.706140799019107,0.697212445654035,0.715069152384179,0.810667211607234,0.804222549953929,0.817111873260539,7934,6911,4862
"BM","Exp",100232,10000,10,10,2,0.25,0,0.175457912120909,0.165659882420722,0.185255941821096,0.340706635972375,0.331417277556223,0.349995994388528,0.452707436693024,0.444519311199989,0.460895562186059,4523,3404,1753
"BM","Exp",1341783,10000,10,10,2,0.125,0,0.0586058605860586,0.0525552092516833,0.064656511920434,0.13961396139614,0.132820874445025,0.146407048347254,0.218521852185219,0.211723999356696,0.225319705013741,2185,1396,586
"BM","Exp",106706,10000,10,10,2.5,1,0,0.934669636228656,0.928304137084386,0.941035135372926,0.986636971046771,0.984386428547072,0.988887513546469,0.995916852264291,0.994867853468082,0.9969658510605,5366,5316,5036
"BM","Exp",351988824,10000,10,10,2.5,0.5,0,0.637624802942722,0.625242321319718,0.650007284565726,0.815239096163952,0.807632267929145,0.822845924398759,0.889858118759853,0.884708174471906,0.8950080630478,8467,7757,6067
"BM","Exp",397298,10000,10,10,2.5,0.25,0,0.245517379545227,0.234430442056194,0.256604317034259,0.441550636081338,0.431817826446871,0.451283445715806,0.559350896524091,0.551184047690642,0.56751774535754,5584,4408,2451
"BM","Exp",153348,10000,10,10,2.5,0.125,0,0.0778,0.070900013895694,0.084699986104306,0.1787,0.17119122209347,0.18620877790653,0.2632,0.25595591306855,0.27044408693145,2632,1787,778
"BM","Exp",141815,10000,10,10,5,1,0,0.99835255354201,0.997307849007636,0.999397258076383,1,1,1,1,1,1,607,607,606
"BM","Exp",298286246,10000,10,10,5,0.5,0,0.927164622816797,0.920470472324425,0.933858773309169,0.983463396506875,0.980963866652985,0.985962926360764,0.99405425492382,0.992789594031071,0.995318915816569,5350,5293,4990
"BM","Exp",29225464,10000,10,10,5,0.25,0,0.640328697850822,0.627966370613732,0.652691025087912,0.827012220817531,0.819598781336655,0.834425660298406,0.898440792246102,0.893471777500356,0.903409806991848,8528,7850,6078
"BM","Exp",3116416,10000,10,10,5,0.12,0,0.231462925851703,0.220598194570678,0.242327657132729,0.415430861723447,0.405772056877267,0.425089666569626,0.53186372745491,0.5236554460843,0.54007200882552,5308,4146,2310
"BM","Exp",17062,10000,10,10,0,1.5,1,0.0187018701870187,0.0152121640006734,0.022191576373364,0.058005800580058,0.0534242139979652,0.0625873871621508,0.107210721072107,0.102121404175127,0.112300037969087,1072,580,187
