"method","distribution","seed","N","n1","n2","delta","sd","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"SmoothFixed_4_asymp","Logistic",18339,10000,10,10,0,1,1,0.002,0.000849130376801959,0.00315086962319804,0.0266,0.0234461389139025,0.0297538610860975,0.07,0.0658028315795051,0.074197168420495,700,266,20
"SmoothFixed_4_asymp","Logistic",6134691,10000,10,10,0,3,1,0.0013,0.000371813901280567,0.00222818609871943,0.0287,0.025427544767365,0.031972455232635,0.0807,0.0762194502932369,0.0851805497067631,807,287,13
"SmoothFixed_4_asymp","Logistic",15208226,10000,10,10,0,5,1,0.0019,0.000778214849062442,0.00302178515093756,0.0277,0.024483407101668,0.030916592898332,0.0732,0.0689153588411163,0.0774846411588837,732,277,19
"SmoothFixed_4_asymp","Logistic",262417321,10000,10,10,0,2,1,0.0028,0.00143881858974786,0.00416118141025214,0.0273,0.0241060592689281,0.0304939407310719,0.0696,0.0654139407321921,0.0737860592678078,696,273,28
"SmoothFixed_4_asymp","Logistic",30234471,10000,10,10,0.5,1,0,0.0044,0.00269503824744835,0.00610496175255165,0.0392,0.0353962181480006,0.0430037818519994,0.0981,0.0932069506108179,0.102993049389182,981,392,44
"SmoothFixed_4_asymp","Logistic",161545,10000,10,10,1.5,1,0,0.0251,0.0210703924215596,0.0291296075784404,0.1605,0.15330544495052,0.16769455504948,0.3084,0.300802852134676,0.315997147865324,3084,1605,251
"SmoothFixed_4_asymp","Logistic",35519,10000,10,10,2,1,0,0.0706,0.0640014343290633,0.0771985656709367,0.3022,0.293199455490605,0.311200544509395,0.4808,0.47258106636513,0.48901893363487,4808,3022,706
"SmoothFixed_4_asymp","Logistic",13464864,10000,10,10,2.5,1,0,0.1522,0.142946630787199,0.161453369212801,0.4793,0.469508402005719,0.489091597994281,0.6654,0.657638060222399,0.673161939777601,6654,4793,1522
"SmoothFixed_4_asymp","Logistic",29869,10000,10,10,0.5,3,0,0.0019,0.000778214849062442,0.00302178515093756,0.0287,0.025427544767365,0.031972455232635,0.0721,0.0678451512943496,0.0763548487056504,721,287,19
"SmoothFixed_4_asymp","Logistic",31172,10000,10,10,1.5,3,0,0.0038,0.00221506693533891,0.00538493306466109,0.0394,0.035586923895016,0.043213076104984,0.0953,0.0904698051808674,0.100130194819133,953,394,38
"SmoothFixed_4_asymp","Logistic",349688,10000,10,10,2,3,0,0.0052,0.00334725598592358,0.00705274401407642,0.0467,0.0425644877829222,0.0508355122170778,0.1114,0.106224388702858,0.116575611297142,1114,467,52
"SmoothFixed_4_asymp","Logistic",14201479,10000,10,10,2.5,3,0,0.0059,0.00392718254677631,0.00787281745322369,0.0588,0.0541891001041445,0.0634108998958555,0.1345,0.128887445378941,0.140112554621059,1345,588,59
"SmoothFixed_4_asymp","Logistic",42259,10000,10,10,1,1,0,0.0097,0.00717526898390819,0.0122247310160918,0.0783,0.0730345954288773,0.0835654045711227,0.1681,0.161948439194808,0.174251560805192,1681,783,97
"SmoothFixed_4_asymp","Logistic",8267519,10000,10,10,1,3,0,0.0023,0.00106601533457826,0.00353398466542174,0.0309,0.0275082830026077,0.0342917169973923,0.0818,0.0772917167094447,0.0863082832905553,818,309,23
"SmoothFixed_4_asymp","Logistic",293916,10000,10,10,5,1,0,0.8386,0.829122908953529,0.848077091046471,0.9824,0.97982274979903,0.98497725020097,0.9968,0.995870937553014,0.997729062446986,9968,9824,8386
"SmoothFixed_4_asymp","Logistic",160361,10000,10,10,5,3,0,0.0422,0.0370210764451658,0.0473789235548342,0.2056,0.197678868114821,0.213521131885179,0.365,0.357080473850192,0.372919526149808,3650,2056,422
"SmoothFixed_4_asymp","Logistic",745033,10000,10,10,0.5,5,0,0.0022,0.000993078708276302,0.0034069212917237,0.0292,0.0259000118458394,0.0324999881541606,0.0765,0.0721276484851541,0.0808723515148459,765,292,22
"SmoothFixed_4_asymp","Logistic",138758000,10000,10,10,1,5,0,0.0026,0.00128820124431222,0.00391179875568778,0.0303,0.0269403341616167,0.0336596658383833,0.0784,0.07397824,0.08282176,784,303,26
"SmoothFixed_4_asymp","Logistic",8740247,10000,10,10,1.5,5,0,0.0029,0.00151479447287271,0.00428520552712729,0.0328,0.0293089896440142,0.0362910103559858,0.0827,0.0781692056129443,0.0872307943870557,827,328,29
"SmoothFixed_4_asymp","Logistic",245143,10000,10,10,2,5,0,0.0026,0.00128820124431222,0.00391179875568778,0.0325,0.0290244524172442,0.0359755475827558,0.0894,0.0847064820333677,0.0940935179666323,894,325,26
"SmoothFixed_4_asymp","Logistic",44376196,10000,10,10,2.5,5,0,0.0026,0.00128820124431222,0.00391179875568778,0.0335,0.0299732115969341,0.0370267884030659,0.0947,0.0898834380336411,0.0995165619663589,947,335,26
"SmoothFixed_4_asymp","Logistic",1735668,10000,10,10,5,5,0,0.0087,0.00630774187608109,0.0110922581239189,0.0744,0.0692565536745874,0.0795434463254126,0.1664,0.160273373342401,0.172526626657599,1664,744,87
"SmoothFixed_4_asymp","Logistic",2746474,10000,10,10,3,1,0,0.2838,0.272186337190763,0.295413662809237,0.6662,0.656957242648993,0.675442757351007,0.8269,0.820676410603601,0.833123589396399,8269,6662,2838
"SmoothFixed_4_asymp","Logistic",502460,10000,10,10,3,3,0,0.0076,0.00536284521817913,0.00983715478182087,0.0777,0.0724531012327662,0.0829468987672339,0.1668,0.16066748589073,0.17293251410927,1668,777,76
"SmoothFixed_4_asymp","Logistic",347885,10000,10,10,3,5,0,0.0034,0.00190050245650618,0.00489949754349382,0.0405,0.036636276205524,0.044363723794476,0.1008,0.0958475019016258,0.105752498098374,1008,405,34
"SmoothFixed_4_asymp","Logistic",180454626,10000,10,10,0.5,2,0,0.0034,0.00190050245650618,0.00489949754349382,0.0301,0.0267510952240471,0.0334489047759529,0.0757,0.0713486870567868,0.0800513129432132,757,301,34
"SmoothFixed_4_asymp","Logistic",25014716,10000,10,10,1,2,0,0.004,0.00237405622532635,0.00562594377467365,0.038,0.0342525538082582,0.0417474461917418,0.0962,0.0913494654006079,0.101050534599392,962,380,40
"SmoothFixed_4_asymp","Logistic",191313,10000,10,10,1.5,2,0,0.0065,0.00442992313031617,0.00857007686968383,0.0498,0.0455363823068197,0.0540636176931803,0.1205,0.115144779621773,0.125855220378227,1205,498,65
"SmoothFixed_4_asymp","Logistic",1367793,10000,10,10,2,2,0,0.0085,0.00613516044552701,0.010864839554473,0.0802,0.0748765894847758,0.0855234105152242,0.1781,0.171806280949631,0.184393719050369,1781,802,85
"SmoothFixed_4_asymp","Logistic",23000832,10000,10,10,2.5,2,0,0.0164,0.0131282731152029,0.0196717268847971,0.1125,0.106306779916715,0.118693220083285,0.2295,0.222582589182044,0.236417410817956,2295,1125,164
"SmoothFixed_4_asymp","Logistic",114304735,10000,10,10,3,2,0,0.0304,0.0259773868397537,0.0348226131602463,0.1668,0.159493174678316,0.174106825321684,0.309,0.30139876489,0.31660123511,3090,1668,304
"SmoothFixed_4_asymp","Logistic",174902849,10000,10,10,5,2,0,0.153,0.14372672200559,0.16227327799441,0.4818,0.472006494455937,0.491593505544063,0.67,0.662265000791855,0.677734999208145,6700,4818,1530
"SmoothFixed_4_asymp","Logistic",63948,10000,20,20,0,1,1,0.0035,0.00197868715433018,0.00502131284566982,0.0352,0.0315880140651437,0.0388119859348563,0.0876,0.0829493827979934,0.0922506172020066,876,352,35
"SmoothFixed_4_asymp","Logistic",1084975,10000,20,20,0,3,1,0.0065,0.00442992313031617,0.00857007686968383,0.0396,0.0357776562616112,0.0434223437383888,0.0955,0.0906652739168206,0.100334726083179,955,396,65
"SmoothFixed_4_asymp","Logistic",544218,10000,20,20,0,5,1,0.0046,0.00285689482302874,0.00634310517697126,0.04,0.036159200083316,0.043840799916684,0.0881,0.0834374074615108,0.0927625925384892,881,400,46
"SmoothFixed_4_asymp","Logistic",319620,10000,20,20,0,2,1,0.0051,0.00326506509471753,0.00693493490528247,0.0392,0.0353962181480006,0.0430037818519994,0.0936,0.0888085851440728,0.0983914148559272,936,392,51
"SmoothFixed_4_asymp","Logistic",60933,10000,20,20,0.5,1,0,0.0111,0.00840112023907993,0.0137988797609201,0.0717,0.0666433857475975,0.0767566142524025,0.153,0.14707820562857,0.15892179437143,1530,717,111
"SmoothFixed_4_asymp","Logistic",374957,10000,20,20,1.5,1,0,0.2017,0.191363300942141,0.212036699057859,0.4837,0.473905208908323,0.493494791091677,0.6388,0.630898269254625,0.646701730745375,6388,4837,2017
"SmoothFixed_4_asymp","Logistic",53571,10000,20,20,2,1,0,0.4671,0.454247913127823,0.479952086872177,0.7623,0.753956781410415,0.770643218589585,0.8666,0.861006892592208,0.872193107407792,8666,7623,4671
"SmoothFixed_4_asymp","Logistic",228150654,10000,20,20,2.5,1,0,0.7421,0.73083054936379,0.75336945063621,0.9308,0.925825638929712,0.935774361070288,0.9672,0.964270044879798,0.970129955120202,9672,9308,7421
"SmoothFixed_4_asymp","Logistic",59114644,10000,20,20,0.5,3,0,0.0058,0.00384387440854734,0.00775612559145266,0.0417,0.0377819060734076,0.0456180939265924,0.0954,0.0905675387377548,0.100232461262245,954,417,58
"SmoothFixed_4_asymp","Logistic",7176485,10000,20,20,1.5,3,0,0.0105,0.00787428002833509,0.0131257199716649,0.0748,0.069643860219738,0.079956139780262,0.148,0.142158605231625,0.153841394768375,1480,748,105
"SmoothFixed_4_asymp","Logistic",6684870,10000,20,20,2,3,0,0.0231,0.0192303035110148,0.0269696964889851,0.1092,0.103086956380198,0.115313043619802,0.1996,0.193024940144485,0.206175059855515,1996,1092,231
"SmoothFixed_4_asymp","Logistic",46892646,10000,20,20,2.5,3,0,0.0344,0.0297051285160013,0.0390948714839987,0.1533,0.146238581863563,0.160361418136437,0.2677,0.260416592568188,0.274983407431812,2677,1533,344
"SmoothFixed_4_asymp","Logistic",5424667,10000,20,20,1,1,0,0.0547,0.0488423374270264,0.0605576625729736,0.2061,0.198171738462538,0.214028261537462,0.3447,0.336881802666166,0.352518197333834,3447,2061,547
"SmoothFixed_4_asymp","Logistic",8633376,10000,20,20,1,3,0,0.0064,0.00434580514519581,0.00845419485480419,0.0546,0.0501469231340117,0.0590530768659883,0.1182,0.112889203164505,0.123510796835495,1182,546,64
"SmoothFixed_4_asymp","Logistic",949666,10000,20,20,5,1,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"SmoothFixed_4_asymp","Logistic",47668,10000,20,20,5,3,0,0.285,0.273371563929745,0.296628436070255,0.5895,0.579858279076845,0.599141720923155,0.7289,0.721587520927485,0.736212479072515,7289,5895,2850
"SmoothFixed_4_asymp","Logistic",13008747,10000,20,20,0.5,5,0,0.0061,0.0040942254270472,0.0081057745729528,0.0413,0.0373999294712018,0.0452000705287982,0.0962,0.0913494654006079,0.101050534599392,962,413,61
"SmoothFixed_4_asymp","Logistic",47896645,10000,20,20,1,5,0,0.0047,0.00293813840191234,0.00646186159808766,0.0431,0.0391195883953541,0.0470804116046459,0.0983,0.0934025084421946,0.103197491557805,983,431,47
