"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"Mood","Cauchy",8075121,10000,100,100,2,2,2,0,0.936,0.929695164351833,0.942304835648167,0.9835,0.981003191549197,0.985996808450803,0.9925,0.991080740559526,0.993919259440474,9925,9835,9360
"Mood","Cauchy",39630300,10000,100,100,2,0.5,2,0,0.9985,0.997503068031208,0.999496931968792,0.9997,0.99936056896783,1.00003943103217,0.9998,0.999567385133966,1.00003261486603,9998,9997,9985
"Mood","Cauchy",34386102,10000,100,100,2,1,2,0,0.9946,0.992712152252648,0.996487847747353,0.9986,0.997867148687386,0.999332851312614,0.9991,0.998606722124989,0.999593277875011,9991,9986,9946
"Mood","Cauchy",2181279,10000,100,100,2.5,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",160865,10000,100,100,2.5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",72094679,10000,100,100,2.5,2,2,0,0.9914,0.989021410258009,0.993778589741991,0.9986,0.997867148687386,0.999332851312614,0.9996,0.999271065806581,0.999928934193419,9996,9986,9914
"Mood","Cauchy",111351,10000,100,100,2.5,0.5,2,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"Mood","Cauchy",2583119,10000,100,100,2.5,1,2,0,0.9998,0.999435735018296,1.0001642649817,1,1,1,1,1,1,10000,10000,9998
"Mood","Cauchy",17811,10000,100,100,5,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",1156412,10000,100,100,5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",44151,10000,100,100,5,2,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",36519,10000,100,100,5,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",80309,10000,100,100,5,1,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",13197135,10000,100,100,5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",42452825,10000,100,100,0.5,0.5,1,0,0.5766,0.563872045780356,0.589327954219644,0.7678,0.759524176249726,0.776075823750274,0.8428,0.836812377156467,0.848787622843533,8428,7678,5766
"Mood","Cauchy",17218458,10000,100,100,1,0.5,1,0,0.9949,0.993065065094717,0.996734934905283,0.9992,0.998645850076604,0.999754149923396,0.9998,0.999567385133966,1.00003261486603,9998,9992,9949
"Mood","Cauchy",235386733,10000,100,100,1.5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",512709,10000,100,100,2,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",825524,10000,100,100,2.5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"Mood","Cauchy",45303922,10000,10,100,0,1,1,1,0.0015,0.000503068031207746,0.00249693196879225,0.0153,0.0128942319343711,0.0177057680656289,0.0886,0.083925477275796,0.093274522724204,886,153,15
"Mood","Cauchy",3646637,10000,10,100,0,0.5,0.5,1,0.0011,0.000246107482698203,0.0019538925173018,0.0141,0.0117890951663039,0.0164109048336961,0.0894,0.0847064820333677,0.0940935179666323,894,141,11
"Mood","Cauchy",83604,10000,10,100,0,2,2,1,0.0013,0.000371813901280567,0.00222818609871943,0.0176,0.01502274979903,0.02017725020097,0.0909,0.0861711703131774,0.0956288296868226,909,176,13
"Mood","Cauchy",43526372,10000,10,100,0.5,1,1,0,0.0091,0.00665385910075809,0.0115461408992419,0.0676,0.0626792584909995,0.0725207415090004,0.226,0.219119965718835,0.232880034281165,2260,676,91
"Mood","Cauchy",73524186,10000,10,100,0.5,0.5,0.5,0,0.0428,0.0375860232749641,0.0480139767250359,0.2033,0.195411904330093,0.211188095669907,0.4802,0.471981451588273,0.488418548411727,4802,2033,428
"Mood","Cauchy",2842335,10000,10,100,0.5,2,2,0,0.003,0.00159118468151429,0.00440881531848571,0.0291,0.0258054976900296,0.0323945023099704,0.1269,0.121424437916983,0.132375562083017,1269,291,30
"Mood","Cauchy",5592590,10000,10,100,0.5,0.5,2,0,0.0296,0.0252341671115371,0.0339658328884629,0.1497,0.142707168540169,0.156692831459831,0.368,0.360066800957999,0.375933199042001,3680,1497,296
"Mood","Cauchy",106922,10000,10,100,0.5,1,2,0,0.0066,0.00451416522232848,0.00868583477767152,0.0553,0.0508201281105817,0.0597798718894183,0.2026,0.195988138641267,0.209211861358733,2026,553,66
"Mood","Cauchy",17236,10000,10,100,1,1,1,0,0.0396,0.0345763482295462,0.0446236517704538,0.2109,0.202904228345532,0.218895771654468,0.4844,0.476179004246711,0.492620995753289,4844,2109,396
"Mood","Cauchy",5558022,10000,10,100,1,0.5,0.5,0,0.1792,0.169320532537675,0.189079467462325,0.52,0.510207843138511,0.529792156861489,0.815,0.808612505034249,0.821387494965751,8150,5200,1792
"Mood","Cauchy",686068,10000,10,100,1,2,2,0,0.0089,0.00648064499126234,0.0113193550087377,0.0629,0.0581414530017662,0.0676585469982338,0.2303,0.223374141497202,0.237225858502798,2303,629,89
