"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Yuen","Cauchy",40230,1000,10,100,1,1,2,0,0.139,0.110819101577416,0.167180898422584,0.303,0.274516472381392,0.331483527618608,0.411,0.38540562901779,0.43659437098221
"Yuen","Cauchy",810284,1000,10,100,1.5,1,1,0,0.354,0.315044951562294,0.392955048437706,0.601,0.570648528233379,0.631351471766621,0.719,0.69561790033006,0.74238209966994
"Yuen","Cauchy",36025,1000,10,100,1.5,0.5,0.5,0,0.759,0.724160230911443,0.793839769088557,0.903,0.884656347539271,0.921343652460729,0.944,0.932039594254374,0.955960405745626
"Yuen","Cauchy",304191,1000,10,100,1.5,2,2,0,0.085,0.062282221094482,0.107717778905518,0.216,0.190494080875216,0.241505919124784,0.34,0.315357921962627,0.364642078037373
"Yuen","Cauchy",140327227,1000,10,100,1.5,0.5,2,0,0.642,0.602946956421605,0.681053043578395,0.822,0.798291614445517,0.845708385554483,0.892,0.875854176255143,0.908145823744857
"Yuen","Cauchy",97786,1000,10,100,1.5,1,2,0,0.288,0.25111225564695,0.32488774435305,0.51,0.479015877614494,0.540984122385506,0.639,0.614015542011582,0.663984457988418
"Yuen","Cauchy",102482,1000,10,100,2,1,1,0,0.542,0.501413814035611,0.582586185964389,0.753,0.726269810595508,0.779730189404492,0.851,0.832476467292252,0.869523532707748
"Yuen","Cauchy",375262,1000,10,100,2,0.5,0.5,0,0.866,0.838250369549416,0.893749630450584,0.945,0.930869636947339,0.959130363052661,0.968,0.95884457371828,0.977155426281719
"Yuen","Cauchy",115192,1000,10,100,2,2,2,0,0.147,0.1181544355504,0.1758455644496,0.333,0.303789357802335,0.362210642197665,0.461,0.435069508566651,0.486930491433349
"Yuen","Cauchy",322179297,1000,10,100,2,0.5,2,0,0.844,0.814441704865402,0.873558295134598,0.927,0.910876572523189,0.943123427476812,0.957,0.946447482064692,0.967552517935308
"Yuen","Cauchy",17784978,1000,10,100,2,1,2,0,0.504,0.463271167122246,0.544728832877754,0.724,0.69629361303959,0.75170638696041,0.821,0.801058216529733,0.840941783470267
"Yuen","Cauchy",134827,1000,10,100,2.5,1,1,0,0.667,0.628608870254498,0.705391129745502,0.859,0.837429400787183,0.880570599212817,0.914,0.899415611459509,0.928584388540491
"Yuen","Cauchy",796749,1000,10,100,2.5,0.5,0.5,0,0.931,0.910353556856834,0.951646443143166,0.968,0.957091406983483,0.978908593016517,0.986,0.979888210646627,0.992111789353373
"Yuen","Cauchy",103836984,1000,10,100,2.5,2,2,0,0.233,0.19856330206399,0.26743669793601,0.452,0.421152812873781,0.482847187126219,0.592,0.566434350108006,0.617565649891994
"Yuen","Cauchy",3336631,1000,10,100,2.5,0.5,2,0,0.928,0.906943504346259,0.949056495653741,0.973,0.962953972247699,0.983046027752301,0.989,0.983574242359357,0.994425757640643
"Yuen","Cauchy",5144776,1000,10,100,2.5,1,2,0,0.684,0.646128068866983,0.721871931133017,0.862,0.840622877424686,0.883377122575314,0.913,0.898339090349675,0.927660909650325
