"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Cucconi","Normal2Var",125596662,1000,20,20,0.5,3,5,0,0.162,0.131985896537528,0.192014103462472,0.357,0.327304156492869,0.386695843507131,0.498,0.471990474323817,0.524009525676183
"Cucconi","Normal2Var",5286839,1000,20,20,1.5,3,5,0,0.2,0.167415890989625,0.232584109010375,0.453,0.422146897958228,0.483853102041772,0.61,0.584627508054982,0.635372491945018
"Cucconi","Normal2Var",64648,1000,20,20,2,3,5,0,0.233,0.19856330206399,0.26743669793601,0.523,0.492042484053141,0.553957515946859,0.657,0.632305761000286,0.681694238999714
"Cucconi","Normal2Var",8383760,1000,20,20,2.5,3,5,0,0.333,0.294608870254498,0.371391129745502,0.603,0.572674359601156,0.633325640398844,0.742,0.7192397143713,0.7647602856287
"Cucconi","Normal2Var",76574896,1000,20,20,0.5,1,5,0,0.982,0.971169765626913,0.992830234373087,0.998,0.995230914663648,1.00076908533635,0.999,0.997355822705728,1.00064417729427
"Cucconi","Normal2Var",99395,1000,20,20,1.5,1,5,0,0.987,0.977772668757653,0.996227331242347,0.997,0.993610276471451,1.00038972352855,1,1,1
"Cucconi","Normal2Var",574232,1000,20,20,2,1,5,0,0.989,0.980503494418056,0.997496505581944,0.997,0.993610276471451,1.00038972352855,1,1,1
"Cucconi","Normal2Var",59529,1000,20,20,2.5,1,5,0,0.995,0.989254307213225,1.00074569278678,1,1,1,1,1,1
"Cucconi","Normal2Var",15129775,1000,100,100,0,1,2,1,0.999,0.996425288322161,1.00157471167784,1,1,1,1,1,1
"Cucconi","Normal2Var",291515,1000,100,100,0,3,5,1,0.913,0.890041639356086,0.935958360643914,0.983,0.974987698358149,0.991012301641851,0.99,0.98482412833428,0.99517587166572
"Cucconi","Normal2Var",1213116,1000,100,100,0,1,5,1,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",1488643,1000,100,100,0.5,1,2,0,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",20381,1000,100,100,1.5,1,2,0,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",332809,1000,100,100,2,1,2,0,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",34462025,1000,100,100,2.5,1,2,0,1,1,1,1,1,1,1,1,1
"Cucconi","Normal2Var",57396335,1000,100,100,0.5,3,5,0,0.924,0.902413181479801,0.945586818520199,0.984,0.976222972907338,0.991777027092662,0.993,0.988662998757782,0.997337001242218
"Cucconi","Normal2Var",324995,1000,100,100,1.5,3,5,0,0.982,0.971169765626913,0.992830234373087,0.997,0.993610276471451,1.00038972352855,1,1,1
