"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"CVM","Cauchy",217637024,1000,10,100,1.5,1,1,0,0.413,0.372891175391742,0.453108824608258,0.657,0.627577076936511,0.686422923063489,0.772,0.750175616929682,0.793824383070318
"CVM","Cauchy",83711,1000,10,100,1.5,0.5,0.5,0,0.9,0.875561918242219,0.924438081757781,0.975,0.965323275347515,0.984676724652484,0.991,0.986087257692999,0.995912742307001
"CVM","Cauchy",38050,1000,10,100,1.5,2,2,0,0.112,0.0863101627514692,0.137689837248531,0.268,0.240547682764473,0.295452317235527,0.37,0.344884776976901,0.395115223023099
"CVM","Cauchy",80430851,1000,10,100,1.5,0.5,2,0,0.395,0.355178089327608,0.434821910672392,0.72,0.692170760700299,0.747829239299701,0.841,0.821977724716139,0.860022275283861
"CVM","Cauchy",161680359,1000,10,100,1.5,1,2,0,0.19,0.158043061373154,0.221956938626846,0.444,0.413204663625802,0.474795336374198,0.593,0.567444142750144,0.618555857249856
"CVM","Cauchy",132709,1000,10,100,2,1,1,0,0.633,0.593737247188512,0.672262752811488,0.844,0.821509992832371,0.866490007167629,0.904,0.888675520446031,0.919324479553969
"CVM","Cauchy",92415404,1000,10,100,2,0.5,0.5,0,0.974,0.961036806279932,0.986963193720068,0.997,0.993610276471451,1.00038972352855,0.998,0.995675946235562,1.00032405376444
"CVM","Cauchy",8581383,1000,10,100,2,2,2,0,0.179,0.147772015672093,0.210227984327907,0.376,0.345977815562488,0.406022184437512,0.485,0.459001973259976,0.510998026740024
"CVM","Cauchy",164040204,1000,10,100,2,0.5,2,0,0.636,0.596805501826098,0.675194498173902,0.884,0.864152253770264,0.903847746229736,0.948,0.936450272366848,0.959549727633152
"CVM","Cauchy",27748,1000,10,100,2,1,2,0,0.349,0.310171638311358,0.387828361688642,0.639,0.609231284098907,0.668768715901093,0.765,0.742943807119655,0.787056192880345
"CVM","Cauchy",146830319,1000,10,100,2.5,1,1,0,0.801,0.768477145595382,0.833522854404618,0.942,0.927512430928551,0.956487569071449,0.97,0.961126143594806,0.978873856405194
"CVM","Cauchy",368330,1000,10,100,2.5,0.5,0.5,0,0.987,0.977772668757653,0.996227331242347,0.998,0.995230914663648,1.00076908533635,0.999,0.997355822705728,1.00064417729427
"CVM","Cauchy",1103311,1000,10,100,2.5,2,2,0,0.303,0.265564506558401,0.340435493441599,0.552,0.521177730232833,0.582822269767167,0.67,0.645539784802664,0.694460215197336
"CVM","Cauchy",323776,1000,10,100,2.5,0.5,2,0,0.815,0.783369174427467,0.846630825572533,0.945,0.930869636947339,0.959130363052661,0.978,0.970369611156697,0.985630388843303
"CVM","Cauchy",36104,1000,10,100,2.5,1,2,0,0.551,0.510482295886563,0.591517704113437,0.804,0.779395636679646,0.828604363320354,0.882,0.8652180973099,0.8987819026901
