"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"AD","Normal2Var",17769,10000,20,20,0.5,1,3,0,0.1725,0.162767500062163,0.182232499937837,0.6156,0.606065518806857,0.625134481193143,0.8244,0.818141112439451,0.830658887560549,8244,6156,1725
"AD","Normal2Var",90200163,10000,20,20,1.5,1,3,0,0.5544,0.541596460060059,0.567203539939941,0.8728,0.866269341176757,0.879330658823243,0.9522,0.948690510566493,0.955709489433507,9522,8728,5544
"AD","Normal2Var",1045515,10000,20,20,2,1,3,0,0.7491,0.737932239596851,0.760267760403149,0.9495,0.945208103454182,0.953791896545818,0.9825,0.9803429947301,0.9846570052699,9825,9495,7491
"AD","Normal2Var",34804327,10000,20,20,2.5,1,3,0,0.8975,0.889686870547597,0.905313129452402,0.9835,0.981003191549197,0.985996808450803,0.9951,0.993951324639432,0.996248675360567,9951,9835,8975
"AD","Normal2Var",56599,10000,20,20,0.5,3,5,0,0.0258,0.0217160560378066,0.0298839439621934,0.1355,0.128791765779283,0.142208234220717,0.2728,0.26547318846657,0.28012681153343,2728,1355,258
"AD","Normal2Var",52705,10000,20,20,1.5,3,5,0,0.0885,0.0811836271320825,0.0958163728679175,0.2856,0.276746685423956,0.294453314576044,0.439,0.430836439925039,0.447163560074961,4390,2856,885
"AD","Normal2Var",2685283,10000,20,20,2,3,5,0,0.1619,0.152411070862101,0.171388929137899,0.4045,0.394880417641082,0.414119582358918,0.5614,0.553237251418848,0.569562748581152,5614,4045,1619
"AD","Normal2Var",167814335,10000,20,20,2.5,3,5,0,0.2604,0.249095150113036,0.271704849886964,0.5396,0.529830784286628,0.549369215713372,0.6764,0.668703877740602,0.684096122259398,6764,5396,2604
"AD","Normal2Var",339989,10000,20,20,0.5,1,5,0,0.4454,0.432597024994089,0.458202975005911,0.9256,0.920456553674587,0.930743446325413,0.9842,0.982148667191336,0.986251332808664,9842,9256,4454
"AD","Normal2Var",39095650,10000,20,20,1.5,1,5,0,0.5894,0.576727555526543,0.602072444473458,0.9507,0.946456724029526,0.954943275970474,0.9911,0.989555031448225,0.992644968551775,9911,9507,5894
"AD","Normal2Var",136749,10000,20,20,2,1,5,0,0.6896,0.677681946204905,0.701518053795095,0.9685,0.965076572296659,0.971923427703341,0.9931,0.991738282751459,0.994461717248541,9931,9685,6896
"AD","Normal2Var",8157954,10000,20,20,2.5,1,5,0,0.7875,0.776962184097262,0.798037815902738,0.9818,0.979179988007356,0.984420011992644,0.9959,0.994848847574338,0.996951152425662,9959,9818,7875
"AD","Normal2Var",51760022,10000,20,20,1,1,3,0,0.3152,0.30323202043621,0.32716797956379,0.7412,0.732615679721166,0.749784320278834,0.8911,0.885975599510579,0.896224400489421,8911,7412,3152
"AD","Normal2Var",121948,10000,20,20,1,3,5,0,0.0491,0.0435338612444403,0.0546661387555597,0.201,0.1931453382097,0.2088546617903,0.3461,0.33827431485677,0.35392568514323,3461,2010,491
"AD","Normal2Var",35473150,10000,20,20,1,1,5,0,0.4985,0.48562005796013,0.51137994203987,0.9359,0.931099352590494,0.940700647409506,0.9885,0.986746106739458,0.990253893260542,9885,9359,4985
"AD","Normal2Var",13778700,10000,20,20,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",198132553,10000,20,20,5,3,5,0,0.8676,0.858869288793539,0.876330711206461,0.968,0.9645504,0.9714496,0.9866,0.984708576167249,0.988491423832751,9866,9680,8676
"AD","Normal2Var",261945342,10000,20,20,5,1,5,0,0.9916,0.989248993873988,0.993951006126012,0.9998,0.999522841861747,1.00007715813825,1,1,1,10000,9998,9916
"AD","Normal2Var",2292974,10000,100,100,0.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",8651666,10000,100,100,1.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",16213923,10000,100,100,2,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",8175771,10000,100,100,2.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Normal2Var",75448,10000,100,100,0.5,3,5,0,0.5506,0.537786124612122,0.563413875387878,0.8871,0.8808971778089,0.8933028221911,0.9589,0.955634321157711,0.962165678842289,9589,8871,5506
"AD","Normal2Var",5718227,10000,100,100,1.5,3,5,0,0.8824,0.87410183111701,0.89069816888299,0.9816,0.97896590000372,0.98423409999628,0.9939,0.992619138519989,0.995180861480011,9939,9816,8824
