"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"SmoothFixed_4_asymp","Normal2Var",61566,10000,20,20,1.5,1,5,0,0.9198,0.912803517608562,0.926796482391438,0.9926,0.990920194237895,0.994279805762105,0.9988,0.998230497293773,0.999369502706227,9988,9926,9198
"SmoothFixed_4_asymp","Normal2Var",185083622,10000,20,20,2,1,5,0,0.9297,0.923114406248574,0.936285593751426,0.9949,0.993503853876415,0.996296146123585,0.9993,0.998864926265128,0.999735073734871,9993,9949,9297
"SmoothFixed_4_asymp","Normal2Var",46216967,10000,20,20,2.5,1,5,0,0.9457,0.939862559485341,0.951537440514658,0.9958,0.994532445102727,0.997067554897273,0.9995,0.999132258787495,0.999867741212506,9995,9958,9457
"SmoothFixed_4_asymp","Normal2Var",1770497,10000,20,20,1,1,3,0,0.5691,0.556343592079283,0.581856407920718,0.8686,0.861978388956878,0.875221611043122,0.9501,0.946518204107019,0.953681795892981,9501,8686,5691
"SmoothFixed_4_asymp","Normal2Var",5318164,10000,20,20,1,3,5,0,0.0558,0.0498871759436344,0.0617128240563656,0.2306,0.222344149617247,0.238855850382753,0.3884,0.380382494781567,0.396417505218433,3884,2306,558
"SmoothFixed_4_asymp","Normal2Var",251791,10000,20,20,1,1,5,0,0.9147,0.907504520937393,0.921895479062607,0.9933,0.991701054391919,0.99489894560808,0.999,0.998480065487297,0.999519934512703,9990,9933,9147
"SmoothFixed_4_asymp","Normal2Var",240436,10000,20,20,5,1,3,0,0.9994,0.998769200767229,1.00003079923277,1,1,1,1,1,1,10000,10000,9994
"SmoothFixed_4_asymp","Normal2Var",7761552,10000,20,20,5,3,5,0,0.6067,0.594116691928688,0.619283308071312,0.8752,0.868722356861203,0.881677643138797,0.945,0.941249724685106,0.948750275314894,9450,8752,6067
"SmoothFixed_4_asymp","Normal2Var",40736412,10000,20,20,5,1,5,0,0.9945,0.992594848148414,0.996405151851586,0.9998,0.999522841861747,1.00007715813825,1,1,1,10000,9998,9945
"SmoothFixed_4_asymp","Normal2Var",8909137,10000,100,100,0.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",54025984,10000,100,100,1.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",45754572,10000,100,100,2,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",73752,10000,100,100,2.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",43652,10000,100,100,0.5,3,5,0,0.9126,0.905324852426773,0.919875147573227,0.9792,0.976402800504504,0.981997199495495,0.9913,0.989772335165432,0.992827664834568,9913,9792,9126
"SmoothFixed_4_asymp","Normal2Var",48711241,10000,100,100,1.5,3,5,0,0.9703,0.965927023947606,0.974672976052395,0.9941,0.992598943242112,0.995601056757888,0.9977,0.996911993488114,0.998488006511886,9977,9941,9703
"SmoothFixed_4_asymp","Normal2Var",21197293,10000,100,100,2,3,5,0,0.9881,0.98530668580069,0.990893314199309,0.998,0.997124338330175,0.998875661669825,0.9994,0.998997179837769,0.999802820162231,9994,9980,9881
"SmoothFixed_4_asymp","Normal2Var",58213,10000,100,100,2.5,3,5,0,0.9982,0.99710807981584,0.99929192018416,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9982
"SmoothFixed_4_asymp","Normal2Var",562516,10000,100,100,0.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",972494,10000,100,100,1.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",115469345,10000,100,100,2,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",11904409,10000,100,100,2.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",29709,10000,100,100,1,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",7666635,10000,100,100,1,3,5,0,0.943,0.937027734133714,0.948972265866286,0.9877,0.985539664740463,0.989860335259537,0.9945,0.993283394877384,0.995716605122616,9945,9877,9430
"SmoothFixed_4_asymp","Normal2Var",35871,10000,100,100,1,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",77502999,10000,100,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",56085,10000,100,100,5,3,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",641182,10000,100,100,5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",817921,10000,10,100,0.5,1,3,0,0.9995,0.998924132909779,1.00007586709022,1,1,1,1,1,1,10000,10000,9995
"SmoothFixed_4_asymp","Normal2Var",1019682,10000,10,100,1.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",516661,10000,10,100,2,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",321590,10000,10,100,2.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",21452713,10000,10,100,0.5,3,5,0,0.8584,0.849419048732092,0.867380951267908,0.9429,0.938352141504576,0.947447858495424,0.965,0.961976822956309,0.968023177043691,9650,9429,8584
"SmoothFixed_4_asymp","Normal2Var",6250776,10000,10,100,1.5,3,5,0,0.9066,0.899104041833645,0.914095958166355,0.9651,0.961502879863224,0.968697120136776,0.9812,0.978965792030182,0.983434207969818,9812,9651,9066
"SmoothFixed_4_asymp","Normal2Var",99399,10000,10,100,2,3,5,0,0.9304,0.923844809316794,0.936955190683206,0.9787,0.975870102749286,0.981529897250714,0.9881,0.986316225986854,0.989883774013146,9881,9787,9304
"SmoothFixed_4_asymp","Normal2Var",19694,10000,10,100,2.5,3,5,0,0.9587,0.953574193019294,0.963825806980706,0.9868,0.984563043147131,0.98903695685287,0.9937,0.992398441112829,0.995001558887171,9937,9868,9587
"SmoothFixed_4_asymp","Normal2Var",267622691,10000,10,100,0.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",52968566,10000,10,100,1.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",724541,10000,10,100,2,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",3240769,10000,10,100,2.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",6832812,10000,10,100,1,1,3,0,0.9996,0.999084903050306,1.00011509694969,1,1,1,1,1,1,10000,10000,9996
"SmoothFixed_4_asymp","Normal2Var",10265506,10000,10,100,1,3,5,0,0.8747,0.866171926053439,0.883228073946561,0.9504,0.946144504619389,0.954655495380611,0.9713,0.96855347507261,0.97404652492739,9713,9504,8747
"SmoothFixed_4_asymp","Normal2Var",15375744,10000,10,100,1,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",207075,10000,10,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"SmoothFixed_4_asymp","Normal2Var",55248122,10000,10,100,5,3,5,0,0.9998,0.999435735018296,1.0001642649817,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9998
"SmoothFixed_4_asymp","Normal2Var",519679,10000,10,100,5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
