"method","distribution","seed","N","n1","n2","delta","sd","g1","g2","h","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Yuenbt","ghEqual",39282199,1000,20,20,1.5,3,1,-3,0,0,0.03,0.0161039184803773,0.0438960815196227,0.116,0.096152253770264,0.135847746229736,0.176,0.156189937667943,0.195810062332057
"Yuenbt","ghEqual",117551123,1000,20,20,2,3,1,1,0,0,0.213,0.179647912109495,0.246352087890505,0.471,0.44006184856201,0.50193815143799,0.609,0.583615832356073,0.634384167643927
"Yuenbt","ghEqual",87098,1000,20,20,2,3,3,3,0,0,0.185,0.153369174427467,0.216630825572533,0.44,0.409233618347293,0.470766381652707,0.574,0.548276702056307,0.599723297943693
"Yuenbt","ghEqual",5008608,1000,20,20,2,3,1,3,0,0,0.261,0.225224284226532,0.296775715773468,0.567,0.536289170353115,0.597710829646885,0.706,0.682300350781077,0.729699649218923
"Yuenbt","ghEqual",18939898,1000,20,20,2,3,-1,1,0,0,0.235,0.200460940510778,0.269539059489222,0.673,0.643923811226366,0.702076188773634,0.839,0.819881235631584,0.858118764368416
"Yuenbt","ghEqual",369556,1000,20,20,2,3,-3,3,0,0,0.349,0.310171638311358,0.387828361688642,0.877,0.856643250907868,0.897356749092132,0.978,0.970369611156697,0.985630388843303
"Yuenbt","ghEqual",116669317,1000,20,20,2,3,-1,3,0,0,0.296,0.258814121685995,0.333185878314005,0.814,0.789882918783567,0.838117081216432,0.928,0.914553596525465,0.941446403474536
"Yuenbt","ghEqual",248659,1000,20,20,2,3,1,-3,0,0,0.052,0.0339136180042552,0.0700863819957448,0.174,0.150502550810779,0.19749744918922,0.278,0.254694581876739,0.301305418123261
"Yuenbt","ghEqual",38225859,1000,20,20,2.5,3,1,1,0,0,0.328,0.289755638287246,0.366244361712754,0.622,0.591946354204523,0.652053645795477,0.75,0.7274749098226,0.7725250901774
"Yuenbt","ghEqual",704088,1000,20,20,2.5,3,3,3,0,0,0.286,0.249188969013297,0.322811030986703,0.565,0.534272662985543,0.595727337014457,0.703,0.679230404593788,0.726769595406212
"Yuenbt","ghEqual",194595354,1000,20,20,2.5,3,1,3,0,0,0.393,0.353213431907539,0.432786568092461,0.725,0.697324758356972,0.752675241643028,0.834,0.814644563422645,0.853355436577355
"Yuenbt","ghEqual",2443202,1000,20,20,2.5,3,-1,1,0,0,0.438,0.397584210052802,0.478415789947198,0.849,0.826807900540958,0.871192099459042,0.952,0.94087999467626,0.96312000532374
"Yuenbt","ghEqual",13694284,1000,20,20,2.5,3,-3,3,0,0,0.5,0.459269863737031,0.540730136262969,0.949,0.935364399595177,0.962635600404823,0.997,0.994155053467111,0.999844946532889
"Yuenbt","ghEqual",159356,1000,20,20,2.5,3,-1,3,0,0,0.476,0.435316811911749,0.516683188088251,0.925,0.908674835376022,0.941325164623979,0.988,0.982335846718176,0.993664153281824
"Yuenbt","ghEqual",28200,1000,20,20,2.5,3,1,-3,0,0,0.094,0.0702275531914782,0.117772446808522,0.282,0.254110363903414,0.309889636096586,0.396,0.370559129661114,0.421440870338886
"Yuenbt","ghEqual",350300,1000,100,100,0,1,1,1,0,1,0.014,0.00442919794876103,0.023570802051239,0.055,0.0408696369473392,0.0691303630526608,0.11,0.0937236414545513,0.126276358545449
"Yuenbt","ghEqual",6864438,1000,100,100,0,1,3,3,0,1,0.009,0.00130685460010016,0.0166931453998998,0.045,0.0321511572505536,0.0578488427494463,0.087,0.0723390903496747,0.101660909650325
"Yuenbt","ghEqual",1255052,1000,100,100,0,1,1,3,0,1,0.028,0.0145612768606538,0.0414387231393462,0.119,0.0989313801570711,0.139068619842929,0.183,0.162885813370285,0.203114186629715
"Yuenbt","ghEqual",707877,1000,100,100,0,1,-1,1,0,1,0.044,0.0272928972690056,0.0607071027309944,0.18,0.156187814883972,0.203812185116028,0.291,0.267371534709698,0.314628465290302
"Yuenbt","ghEqual",92253,1000,100,100,0,1,-3,3,0,1,0.414,0.373876867012856,0.454123132987143,0.765,0.738720280823418,0.791279719176582,0.876,0.858855343118044,0.893144656881956
