"method","distribution","seed","N","n1","n2","delta","rate1","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BWS","Exp",357669,10000,100,100,0.5,0.25,0,0.2885,0.276829049700114,0.300170950299886,0.5672,0.557488913814325,0.576911086185675,0.7213,0.713924484963626,0.728675515036374,7213,5672,2885
"BWS","Exp",321571,10000,100,100,0.5,0.125,0,0.0536,0.0477981617173258,0.0594018382826742,0.1753,0.167847619398769,0.182752380601231,0.2874,0.279955557270883,0.294844442729117,2874,1753,536
"BWS","Exp",222558,10000,100,100,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",10787554,10000,100,100,1,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",4021775,10000,100,100,1,0.25,0,0.9356,0.929276843964849,0.941923156035151,0.9888,0.986737379586642,0.990862620413358,0.9959,0.994848847574338,0.996951152425662,9959,9888,9356
"BWS","Exp",19137776,10000,100,100,1,0.125,0,0.286,0.274359329906298,0.297640670093702,0.5703,0.560597348470361,0.580002651529639,0.7228,0.715436715393495,0.730163284606505,7228,5703,2860
"BWS","Exp",18521680,10000,100,100,1.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",42812,10000,100,100,1.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",15501688,10000,100,100,1.5,0.25,0,0.9995,0.998924132909779,1.00007586709022,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9995
"BWS","Exp",21902833,10000,100,100,1.5,0.125,0,0.6957,0.683847558060797,0.707552441939203,0.8992,0.893299151201937,0.905100848798063,0.9548,0.951382635332833,0.958217364667167,9548,8992,6957
"BWS","Exp",805879,10000,100,100,2,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",495451,10000,100,100,2,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",45676040,10000,100,100,2,0.25,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",17264820,10000,100,100,2,0.125,0,0.9305,0.923949168182773,0.937050831817227,0.9908,0.988928701868328,0.992671298131672,0.9967,0.995756579951042,0.997643420048958,9967,9908,9305
"BWS","Exp",120195,10000,100,100,2.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",90603,10000,100,100,2.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",5944085,10000,100,100,2.5,0.25,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",1898460,10000,100,100,2.5,0.125,0,0.9906,0.98811424141895,0.99308575858105,0.9993,0.998781614273345,0.999818385726655,0.9998,0.999567385133966,1.00003261486603,9998,9993,9906
"BWS","Exp",274374,10000,100,100,5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",117540887,10000,100,100,5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",97650,10000,100,100,5,0.25,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",6348009,10000,100,100,5,0.12,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",108863,10000,100,100,0,1.5,1,0.012,0.00919511568409676,0.0148048843159032,0.053,0.0486089437990388,0.0573910562009612,0.104,0.0989784640437412,0.109021535956259,1040,530,120
"BWS","Exp",872740,10000,100,100,0.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",727462,10000,100,100,1,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",265689437,10000,100,100,1.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",3440372,10000,100,100,2,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",940450,10000,100,100,2.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",6084956,10000,100,100,5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",98815,10000,10,100,0,1,1,0.0115,0.00875347778774684,0.0142465222122532,0.0569,0.0523596317613656,0.0614403682386344,0.1033,0.0982934374328513,0.108306562567149,1033,569,115
"BWS","Exp",4174627,10000,10,100,0,0.5,1,0.013,0.0100820616549351,0.0159179383450649,0.0601,0.055441628370514,0.064758371629486,0.1089,0.103775599510579,0.114024400489421,1089,601,130
"BWS","Exp",10782650,10000,10,100,0,0.25,1,0.0129,0.00999315891531993,0.0158068410846801,0.059,0.0543817558488101,0.0636182441511899,0.1109,0.105734564053541,0.116065435946459,1109,590,129
"BWS","Exp",19138666,10000,10,100,0,0.125,1,0.0138,0.0107948379142123,0.0168051620857877,0.0554,0.0509163167491001,0.0598836832508999,0.1057,0.100642393795008,0.110757606204992,1057,554,138
"BWS","Exp",7497887,10000,10,100,0.5,1,0,0.6271,0.614643086442349,0.639556913557651,0.7932,0.78526178803246,0.80113821196754,0.8657,0.860090971878768,0.871309028121232,8657,7932,6271
"BWS","Exp",530488,10000,10,100,0.5,0.5,0,0.2346,0.223684237158293,0.245515762841707,0.423,0.41331690569291,0.43268309430709,0.5368,0.528597307498729,0.545002692501271,5368,4230,2346
"BWS","Exp",107040,10000,10,100,0.5,0.25,0,0.0811,0.0740678129907188,0.0881321870092813,0.1987,0.190879174853662,0.206520825146338,0.2927,0.285215219088525,0.300184780911475,2927,1987,811
"BWS","Exp",351961768,10000,10,100,0.5,0.125,0,0.0365,0.0316692100912584,0.0413307899087416,0.1151,0.108844805320504,0.121355194679496,0.1851,0.178711170906263,0.191488829093737,1851,1151,365
"BWS","Exp",27546495,10000,10,100,1,1,0,0.9513,0.945755414464376,0.956844585535624,0.9843,0.981863481910266,0.986736518089734,0.9916,0.990098678153226,0.993101321846774,9916,9843,9513
"BWS","Exp",56584,10000,10,100,1,0.5,0,0.6258,0.613334332757917,0.638265667242083,0.7889,0.780901451803833,0.796898548196167,0.8601,0.854393770516885,0.865806229483115,8601,7889,6258
"BWS","Exp",33761,10000,10,100,1,0.25,0,0.2365,0.225553735149267,0.247446264850733,0.427,0.417305011018057,0.436694988981943,0.5378,0.529598538098369,0.546001461901631,5378,4270,2365
"BWS","Exp",16537892,10000,10,100,1,0.125,0,0.0838,0.0766622224047918,0.0909377775952082,0.2007,0.192849728733247,0.208550271266752,0.2963,0.288788520202265,0.303811479797735,2963,2007,838
"BWS","Exp",35103,10000,10,100,1.5,1,0,0.997,0.995591184681514,0.998408815318486,0.9998,0.999522841861747,1.00007715813825,0.9998,0.999567385133966,1.00003261486603,9998,9998,9970
"BWS","Exp",10548863,10000,10,100,1.5,0.5,0,0.8607,0.851780360165535,0.869619639834465,0.9426,0.938040935512805,0.947159064487195,0.9643,0.961247848452358,0.967352151547642,9643,9426,8607
"BWS","Exp",7906703,10000,10,100,1.5,0.25,0,0.4354,0.42262795300264,0.44817204699736,0.6421,0.632704102822274,0.651495897177726,0.7387,0.731472806932026,0.745927193067974,7387,6421,4354
"BWS","Exp",55651,10000,10,100,1.5,0.125,0,0.1531,0.143824239631639,0.162375760368361,0.3084,0.299348079139188,0.317451920860812,0.4205,0.412379633656701,0.428620366343298,4205,3084,1531
"BWS","Exp",194109869,10000,10,100,2,1,0,0.9998,0.999435735018296,1.0001642649817,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9998
"BWS","Exp",34985042,10000,10,100,2,0.5,0,0.9556,0.950293900198596,0.960906099801404,0.987,0.984779829520059,0.989220170479941,0.9929,0.991518827788444,0.994281172211556,9929,9870,9556
"BWS","Exp",2137964,10000,10,100,2,0.25,0,0.6218,0.609307999878107,0.634292000121893,0.7962,0.788304688889626,0.804095311110374,0.8637,0.858055892329892,0.869344107670108,8637,7962,6218
"BWS","Exp",73850100,10000,10,100,2,0.125,0,0.2391,0.228112486067115,0.250087513932885,0.4266,0.416906171295592,0.436293828704408,0.5387,0.53049967401003,0.54690032598997,5387,4266,2391
"BWS","Exp",251341128,10000,10,100,2.5,1,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"BWS","Exp",13478290,10000,10,100,2.5,0.5,0,0.9876,0.984749328053209,0.990450671946791,0.9969,0.995810410984637,0.997989589015363,0.9988,0.998230497293773,0.999369502706227,9988,9969,9876
"BWS","Exp",47855,10000,10,100,2.5,0.25,0,0.7641,0.753163334509214,0.775036665490786,0.8863,0.880078047685043,0.892521952314957,0.9285,0.924261522547025,0.932738477452975,9285,8863,7641
"BWS","Exp",10529334,10000,10,100,2.5,0.125,0,0.3367,0.324526305033625,0.348873694966375,0.5402,0.530431725737184,0.549968274262816,0.6464,0.638535471251143,0.654264528748857,6464,5402,3367
"BWS","Exp",314739871,10000,10,100,5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",140081028,10000,10,100,5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",599048,10000,10,100,5,0.25,0,0.9877,0.984860702230322,0.990539297769678,0.9973,0.996282929956394,0.998317070043606,0.999,0.998480065487297,0.999519934512703,9990,9973,9877
"BWS","Exp",35616279,10000,10,100,5,0.12,0,0.7359,0.724543631909041,0.747256368090959,0.8705,0.863919250744786,0.877080749255214,0.9188,0.914306813864038,0.923293186135962,9188,8705,7359
"BWS","Exp",147857,10000,10,100,0,1.5,1,0.0128,0.00990430099526626,0.0156956990047337,0.0544,0.0499546162975059,0.0588453837024941,0.1034,0.0983912940159059,0.108408705984094,1034,544,128
"BWS","Exp",150300426,10000,10,100,0.5,1.5,0,0.8524,0.843262849928724,0.861537150071276,0.94,0.935345257901881,0.944654742098119,0.9678,0.964896066632324,0.970703933367676,9678,9400,8524
"BWS","Exp",30072,10000,10,100,1,1.5,0,0.9959,0.994253940031304,0.997546059968696,0.9994,0.998920044062022,0.999879955937978,0.9998,0.999567385133966,1.00003261486603,9998,9994,9959
"BWS","Exp",11035967,10000,10,100,1.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",24372,10000,10,100,2,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",4281784,10000,10,100,2.5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Exp",512577,10000,10,100,5,1.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
