"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"AD","Cauchy",125956,10000,20,20,2.5,0.5,1,0,0.952,0.94649338198078,0.95750661801922,0.9923,0.990586741364067,0.994013258635933,0.9975,0.996678528768383,0.998321471231617,9975,9923,9520
"AD","Cauchy",820966,10000,100,100,0,1,1,1,0.0091,0.00665385910075809,0.0115461408992419,0.0489,0.0446730842489588,0.0531269157510412,0.1001,0.0951628074279025,0.105037192572098,1001,489,91
"AD","Cauchy",583883,10000,100,100,0,0.5,0.5,1,0.0105,0.00787428002833509,0.0131257199716649,0.0518,0.0474561889403889,0.0561438110596111,0.0999,0.0949671940952461,0.104832805904754,999,518,105
"AD","Cauchy",25635,10000,100,100,0,2,2,1,0.0105,0.00787428002833509,0.0131257199716649,0.0455,0.0414153980903887,0.0495846019096113,0.0963,0.0914472134755612,0.101152786524439,963,455,105
"AD","Cauchy",3168017,10000,100,100,0.5,1,1,0,0.2746,0.263102990220949,0.286097009779051,0.5049,0.4951004706073,0.5146995293927,0.6319,0.623966350887519,0.639833649112481,6319,5049,2746
"AD","Cauchy",122222646,10000,100,100,0.5,0.5,0.5,0,0.9082,0.900761969616479,0.915638030383521,0.9789,0.976083132213539,0.981716867786461,0.992,0.990534564419703,0.993465435580297,9920,9789,9082
"AD","Cauchy",39565844,10000,100,100,0.5,2,2,0,0.0534,0.0476083842928813,0.0591916157071187,0.1624,0.15517117987785,0.16962882012215,0.2561,0.248919941695503,0.263280058304497,2561,1624,534
"AD","Cauchy",158018633,10000,100,100,0.5,0.5,2,0,0.9909,0.988453859100758,0.993346140899242,0.9996,0.999208078407842,0.999991921592158,1,1,1,10000,9996,9909
"AD","Cauchy",406583,10000,100,100,0.5,1,2,0,0.3651,0.352697636991306,0.377502363008694,0.712,0.703124510550961,0.720875489449039,0.8488,0.842906890873028,0.854693109126972,8488,7120,3651
"AD","Cauchy",36305201,10000,100,100,1,1,1,0,0.909,0.901591189333341,0.916408810666659,0.9761,0.973106342042517,0.979093657957483,0.9902,0.988579532216951,0.991820467783049,9902,9761,9090
"AD","Cauchy",305441,10000,100,100,1,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",278875,10000,100,100,1,2,2,0,0.2767,0.2651758296123,0.2882241703877,0.5151,0.505304470015441,0.524895529984559,0.6393,0.631400650565092,0.647199349434908,6393,5151,2767
"AD","Cauchy",86520,10000,100,100,1,0.5,2,0,0.9996,0.999084903050306,1.00011509694969,1,1,1,1,1,1,10000,10000,9996
"AD","Cauchy",120834,10000,100,100,1,1,2,0,0.7886,0.778082155722815,0.799117844277185,0.9477,0.943336425892276,0.952063574107724,0.9782,0.975797806550692,0.980602193449308,9782,9477,7886
"AD","Cauchy",248945,10000,100,100,1.5,1,1,0,0.9991,0.998327547838281,0.999872452161719,1,1,1,1,1,1,10000,10000,9991
"AD","Cauchy",2687054,10000,100,100,1.5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",1048321,10000,100,100,1.5,2,2,0,0.6484,0.636100377140361,0.660699622859639,0.8501,0.843103321862598,0.857096678137402,0.9144,0.909797742720621,0.919002257279379,9144,8501,6484
"AD","Cauchy",86306816,10000,100,100,1.5,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",2414631,10000,100,100,1.5,1,2,0,0.9739,0.969793013311063,0.978006986688937,0.9979,0.997002758753512,0.998797241246488,0.9997,0.999415120383714,0.999984879616286,9997,9979,9739
"AD","Cauchy",41757492,10000,100,100,2,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",28656663,10000,100,100,2,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",33347991,10000,100,100,2,2,2,0,0.9097,0.902316898632172,0.917083101367827,0.978,0.975125006685225,0.980874993314775,0.9909,0.98933792632793,0.99246207367207,9909,9780,9097
"AD","Cauchy",89821,10000,100,100,2,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",520624,10000,100,100,2,1,2,0,0.9991,0.998327547838281,0.999872452161719,1,1,1,1,1,1,10000,10000,9991
"AD","Cauchy",1199536,10000,100,100,2.5,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",192530792,10000,100,100,2.5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",55755101,10000,100,100,2.5,2,2,0,0.9864,0.983416391438693,0.989383608561307,0.9978,0.996881690321515,0.998718309678485,0.9995,0.999132258787495,0.999867741212506,9995,9978,9864
"AD","Cauchy",19289,10000,100,100,2.5,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",260473,10000,100,100,2.5,1,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",62532,10000,100,100,5,1,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",9589711,10000,100,100,5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",232456,10000,100,100,5,2,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",55006174,10000,100,100,5,0.5,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",20343863,10000,100,100,5,1,2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Cauchy",69450,10000,100,100,5,0.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
