"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"BM","Cauchy",189029,1000,100,100,0.5,1,1,0,0.232,0.197614886584802,0.266385113415198,0.455,0.424135444924639,0.485864555075361,0.576,0.550292486514639,0.601707513485361
"BM","Cauchy",23536,1000,100,100,0.5,0.5,0.5,0,0.842,0.812288098412656,0.871711901587344,0.949,0.935364399595177,0.962635600404823,0.971,0.962270798548836,0.979729201451164
"BM","Cauchy",285528225,1000,100,100,0.5,2,2,0,0.045,0.0281129495292991,0.0618870504707009,0.151,0.128807900540958,0.173192099459042,0.241,0.218751777891818,0.263248222108182
"BM","Cauchy",288088,1000,100,100,0.5,0.5,2,0,0.141,0.112650069606011,0.169349930393989,0.311,0.282308987358408,0.339691012641592,0.42,0.394325349272093,0.445674650727907
"BM","Cauchy",556127,1000,100,100,0.5,1,2,0,0.076,0.0544131814798011,0.0975868185201988,0.221,0.195282962565645,0.246717037434355,0.322,0.297694269114055,0.346305730885945
"BM","Cauchy",15702802,1000,100,100,1,1,1,0,0.837,0.806911371658781,0.867088628341219,0.946,0.931991277916955,0.960008722083045,0.968,0.95884457371828,0.977155426281719
"BM","Cauchy",4616595,1000,100,100,1,0.5,0.5,0,1,1,1,1,1,1,1,1,1
"BM","Cauchy",534353,1000,100,100,1,2,2,0,0.232,0.197614886584802,0.266385113415198,0.459,0.428114044123583,0.489885955876417,0.588,0.562396273857112,0.613603726142888
"BM","Cauchy",101534024,1000,100,100,1,0.5,2,0,0.602,0.562126382324951,0.641873617675049,0.807,0.782539152884661,0.831460847115339,0.859,0.8408961042321,0.8771038957679
"BM","Cauchy",5179446,1000,100,100,1,1,2,0,0.437,0.396594473087757,0.477405526912243,0.692,0.663385611004252,0.720614388995748,0.815,0.794800967365366,0.835199032634634
"BM","Cauchy",150863,1000,100,100,1.5,1,1,0,0.995,0.989254307213225,1.00074569278678,0.999,0.997040980245123,1.00095901975488,0.999,0.997355822705728,1.00064417729427
"BM","Cauchy",12555186,1000,100,100,1.5,0.5,0.5,0,1,1,1,1,1,1,1,1,1
"BM","Cauchy",35894070,1000,100,100,1.5,2,2,0,0.574,0.5337184100286,0.6142815899714,0.806,0.781491064029624,0.830508935970376,0.881,0.864156694060399,0.897843305939601
"BM","Cauchy",103229532,1000,100,100,1.5,0.5,2,0,0.933,0.912633139821367,0.953366860178633,0.977,0.967708897073006,0.986291102926994,0.989,0.983574242359357,0.994425757640643
"BM","Cauchy",33335670,1000,100,100,1.5,1,2,0,0.856,0.827400134740457,0.884599865259543,0.952,0.938750631954693,0.965249368045307,0.969,0.959984109307728,0.978015890692272
"BM","Cauchy",34859,1000,100,100,2,1,1,0,1,1,1,1,1,1,1,1,1
"BM","Cauchy",1688574,1000,100,100,2,0.5,0.5,0,1,1,1,1,1,1,1,1,1
"BM","Cauchy",1229201,1000,100,100,2,2,2,0,0.855,0.826317769793825,0.883682230206175,0.952,0.938750631954693,0.965249368045307,0.975,0.966878463238093,0.983121536761907
"BM","Cauchy",2609096,1000,100,100,2,0.5,2,0,0.992,0.984743174362299,0.999256825637701,0.999,0.997040980245123,1.00095901975488,1,1,1
"BM","Cauchy",81977785,1000,100,100,2,1,2,0,0.984,0.973778764392501,0.994221235607499,0.999,0.997040980245123,1.00095901975488,1,1,1
"BM","Cauchy",15761354,1000,100,100,2.5,1,1,0,1,1,1,1,1,1,1,1,1
"BM","Cauchy",72533,1000,100,100,2.5,0.5,0.5,0,1,1,1,1,1,1,1,1,1
"BM","Cauchy",6362292,1000,100,100,2.5,2,2,0,0.96,0.944037111840272,0.975962888159728,0.989,0.982535267491999,0.995464732508001,0.992,0.987365885802011,0.996634114197989
"BM","Cauchy",22671,1000,100,100,2.5,0.5,2,0,1,1,1,1,1,1,1,1,1
"BM","Cauchy",1738093,1000,100,100,2.5,1,2,0,0.999,0.996425288322161,1.00157471167784,1,1,1,1,1,1
"BM","Cauchy",242995,1000,10,100,0,1,1,1,0.018,0.00716976562691277,0.0288302343730872,0.068,0.0523966272363953,0.0836033727636047,0.108,0.0918541762551426,0.124145823744857
"BM","Cauchy",25182958,1000,10,100,0,0.5,0.5,1,0.012,0.00313017698846251,0.0208698230115375,0.051,0.0373643995951773,0.0646356004048227,0.094,0.0788192255434711,0.109180774456529
"BM","Cauchy",8387691,1000,10,100,0,2,2,1,0.015,0.00509830366048322,0.0249016963395168,0.054,0.0399912779169547,0.0680087220830453,0.099,0.0834637609449713,0.114536239055029
"BM","Cauchy",4817105,1000,10,100,0,0.5,2,1,0.008,0.000743174362298623,0.0152568256377014,0.046,0.0330159800369839,0.0589840199630161,0.09,0.0751129772116786,0.104887022788321
"BM","Cauchy",13302586,1000,10,100,0,1,2,1,0.016,0.00577876439250127,0.0262212356074987,0.057,0.0426302455970883,0.0713697544029117,0.113,0.0965310112097008,0.129468988790299
"BM","Cauchy",3909515,1000,10,100,0.5,1,1,0,0.065,0.0449179362016749,0.0850820637983251,0.136,0.114753744649939,0.157246255350061,0.209,0.187849176210488,0.230150823789512
"BM","Cauchy",17346,1000,10,100,0.5,0.5,0.5,0,0.191,0.158978858987475,0.223021141012525,0.339,0.309660233702362,0.368339766297638,0.45,0.424120641671402,0.475879358328599
"BM","Cauchy",5464798,1000,10,100,0.5,2,2,0,0.029,0.0153304419828584,0.0426695580171416,0.074,0.0577752720084434,0.0902247279915566,0.129,0.111563077594512,0.146436922405488
"BM","Cauchy",260369,1000,10,100,0.5,0.5,2,0,0.06,0.0406542571504736,0.0793457428495263,0.178,0.154291614445517,0.201708385554483,0.255,0.232326731612425,0.277673268387575
"BM","Cauchy",3504264,1000,10,100,0.5,1,2,0,0.038,0.0224251026502259,0.0535748973497741,0.112,0.0924533847022048,0.131546615297795,0.189,0.168633930031177,0.209366069968823
"BM","Cauchy",224472,1000,10,100,1,1,1,0,0.181,0.149636314016621,0.212363685983379,0.349,0.319456681323859,0.378543318676141,0.464,0.438057771074944,0.489942228925056
"BM","Cauchy",64279649,1000,10,100,1,0.5,0.5,0,0.453,0.4124502087451,0.4935497912549,0.664,0.634724134062337,0.693275865937663,0.759,0.736751777891818,0.781248222108182
"BM","Cauchy",14748431,1000,10,100,1,2,2,0,0.053,0.03475017169352,0.07124982830648,0.129,0.108224092453036,0.149775907546964,0.21,0.188812042394322,0.231187957605678
"BM","Cauchy",324357,1000,10,100,1,0.5,2,0,0.284,0.247266565162729,0.320733434837271,0.455,0.424135444924639,0.485864555075361,0.555,0.529148104046802,0.580851895953199
"BM","Cauchy",3421095,1000,10,100,1,1,2,0,0.14,0.111734341854469,0.168265658145531,0.274,0.246356077731263,0.301643922268737,0.36,0.33503065559531,0.384969344404689
"BM","Cauchy",386877,1000,10,100,1.5,1,1,0,0.319,0.281032259186725,0.356967740813275,0.52,0.48903448111205,0.55096551888795,0.627,0.601843275794035,0.652156724205965
"BM","Cauchy",53635954,1000,10,100,1.5,0.5,0.5,0,0.681,0.643032259186725,0.718967740813275,0.819,0.795136325882212,0.842863674117788,0.892,0.875854176255143,0.908145823744857
"BM","Cauchy",2498431,1000,10,100,1.5,2,2,0,0.102,0.0773461861267673,0.126653813873233,0.216,0.190494080875216,0.241505919124784,0.303,0.27909418217724,0.32690581782276
"BM","Cauchy",159971777,1000,10,100,1.5,0.5,2,0,0.499,0.458269945197385,0.539730054802615,0.665,0.635745727833357,0.694254272166643,0.752,0.729535297945443,0.774464702054557
"BM","Cauchy",1936614,1000,10,100,1.5,1,2,0,0.283,0.246305696028729,0.319694303971271,0.438,0.407248855474958,0.468751144525042,0.543,0.517086628745472,0.568913371254528
"BM","Cauchy",23901997,1000,10,100,2,1,1,0,0.468,0.427353364648768,0.508646635351232,0.668,0.638811394661615,0.697188605338385,0.769,0.74707522919219,0.79092477080781
"BM","Cauchy",129721,1000,10,100,2,0.5,0.5,0,0.807,0.774851458076983,0.839148541923017,0.909,0.891173802693788,0.926826197306212,0.965,0.955439874772002,0.974560125227998
"BM","Cauchy",19576400,1000,10,100,2,2,2,0,0.173,0.142187874008826,0.203812125991174,0.316,0.287184400224878,0.344815599775122,0.403,0.377484411416254,0.428515588583746
"BM","Cauchy",950838,1000,10,100,2,0.5,2,0,0.66,0.621411554392539,0.698588445607461,0.818,0.794085108371561,0.841914891628439,0.891,0.87478869400773,0.90721130599227
"BM","Cauchy",82077535,1000,10,100,2,1,2,0,0.416,0.375848761357288,0.456151238642712,0.612,0.581797169510127,0.642202830489873,0.706,0.682300350781077,0.729699649218923
"BM","Cauchy",306896920,1000,10,100,2.5,1,1,0,0.575,0.534730684634576,0.615269315365424,0.781,0.755366751622161,0.806633248377839,0.85,0.831425334794403,0.868574665205597
"BM","Cauchy",139339405,1000,10,100,2.5,0.5,0.5,0,0.872,0.844784953168955,0.899215046831045,0.93,0.914185824080908,0.945814175919092,0.981,0.973898056605759,0.988101943394241
"BM","Cauchy",137113,1000,10,100,2.5,2,2,0,0.269,0.232877259837272,0.305122740162729,0.438,0.407248855474958,0.468751144525042,0.541,0.515077858460864,0.566922141539136
"BM","Cauchy",997891,1000,10,100,2.5,0.5,2,0,0.759,0.724160230911443,0.793839769088557,0.883,0.863078164301451,0.902921835698549,0.931,0.917815450710206,0.944184549289794
"BM","Cauchy",31023193,1000,10,100,2.5,1,2,0,0.525,0.484320808267617,0.565679191732383,0.719,0.691140476989008,0.746859523010992,0.806,0.78543000016772,0.82656999983228
