"method","distribution","seed","N","n1","n2","delta","rate1","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"Gastwirth","Exp",641888,10000,10,10,2.5,1.5,0,0.9771,0.973246697479981,0.980953302520019,0.9983,0.997492558498961,0.999107441501039,0.9992,0.998734909885721,0.999665090114279,9992,9983,9771
"Gastwirth","Exp",235687586,10000,10,10,5,1.5,0,0.9996,0.999084903050306,1.00011509694969,1,1,1,1,1,1,10000,10000,9996
"Gastwirth","Exp",19400,10000,20,20,0,1,1,0.0417,0.03655050512505,0.04684949487495,0.1294,0.122821414235385,0.135978585764615,0.2117,0.204979956341379,0.218420043658621,2117,1294,417
"Gastwirth","Exp",60291,10000,20,20,0,0.5,1,0.0387,0.0337314368692492,0.0436685631307508,0.1242,0.117735732204062,0.130664267795938,0.2062,0.199544728454834,0.212855271545166,2062,1242,387
"Gastwirth","Exp",284791,10000,20,20,0,0.25,1,0.0421,0.0369269462223959,0.0472730537776041,0.1273,0.120767148877129,0.133832851122871,0.2082,0.201520960474147,0.214879039525852,2082,1273,421
"Gastwirth","Exp",4180952,10000,20,20,0,0.125,1,0.0443,0.0389996015927314,0.0496003984072686,0.1275,0.120962768246421,0.134037231753579,0.2086,0.20191623645398,0.21528376354602,2086,1275,443
"Gastwirth","Exp",210413806,10000,20,20,0.5,1,0,0.5018,0.48892008346267,0.51467991653733,0.7433,0.734738476125268,0.751861523874732,0.8417,0.835695386984262,0.847704613015738,8417,7433,5018
"Gastwirth","Exp",4612657,10000,20,20,0.5,0.5,0,0.2704,0.258958272111871,0.281841727888129,0.489,0.479202371887033,0.498797628112967,0.6124,0.604385519482861,0.620414480517139,6124,4890,2704
"Gastwirth","Exp",28503,10000,20,20,0.5,0.25,0,0.1213,0.112889988835759,0.129710011164241,0.2686,0.259912665310557,0.277287334689443,0.3735,0.365542589859485,0.381457410140515,3735,2686,1213
"Gastwirth","Exp",3942892,10000,20,20,0.5,0.125,0,0.0691,0.0625666428844166,0.0756333571155834,0.1778,0.170306051815925,0.185293948184075,0.2713,0.263985827748352,0.278614172251648,2713,1778,691
"Gastwirth","Exp",4766627,10000,20,20,1,1,0,0.7388,0.727483923145107,0.750116076854893,0.912,0.906447419972661,0.917552580027339,0.9554,0.95200432630674,0.95879567369326,9554,9120,7388
