"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Yuenbt","Cauchy",482857,1000,10,100,0,0.5,0.5,1,0.006,-0.000290927440687899,0.0122909274406879,0.028,0.0177748845678887,0.0382251154321113,0.066,0.0530844974894509,0.0789155025105491
"Yuenbt","Cauchy",1073220,1000,10,100,0,2,2,1,0.011,0.00250349441805633,0.0194965055819437,0.046,0.0330159800369839,0.0589840199630161,0.088,0.0732631501873704,0.10273684981263
"Yuenbt","Cauchy",1103987,1000,10,100,0,0.5,2,1,0.012,0.00313017698846251,0.0208698230115375,0.053,0.0391142610711565,0.0668857389288435,0.109,0.0927886940077303,0.12521130599227
"Yuenbt","Cauchy",17316049,1000,10,100,0,1,2,1,0.002,-0.00163936929920556,0.00563936929920556,0.029,0.0185992493347836,0.0394007506652164,0.075,0.0612985225477323,0.0887014774522677
"Yuenbt","Cauchy",714569,1000,10,100,0.5,1,1,0,0.038,0.0224251026502259,0.0535748973497741,0.119,0.0989313801570711,0.139068619842929,0.208,0.186886503501315,0.229113496498685
"Yuenbt","Cauchy",68450,1000,10,100,0.5,0.5,0.5,0,0.151,0.121833240710974,0.180166759289026,0.314,0.285233769687357,0.342766230312643,0.469,0.44304030508702,0.49495969491298
"Yuenbt","Cauchy",1500755,1000,10,100,0.5,2,2,0,0.019,0.00787865885497617,0.0301213411450238,0.069,0.0532907497823734,0.0847092502176266,0.116,0.0993420701286144,0.132657929871386
"Yuenbt","Cauchy",32026062,1000,10,100,0.5,0.5,2,0,0.081,0.0587747771740304,0.10322522282597,0.211,0.185710758682792,0.236289241317208,0.33,0.305539784802664,0.354460215197336
"Yuenbt","Cauchy",69028,1000,10,100,0.5,1,2,0,0.033,0.0184482218290684,0.0475517781709316,0.101,0.0823234521819475,0.119676547818052,0.176,0.156189937667943,0.195810062332057
"Yuenbt","Cauchy",35240855,1000,10,100,1,1,1,0,0.172,0.141258486133308,0.202741513866692,0.351,0.321417697209311,0.380582302790689,0.485,0.459001973259976,0.510998026740024
"Yuenbt","Cauchy",145753069,1000,10,100,1,0.5,0.5,0,0.513,0.472283632850462,0.553716367149538,0.722,0.694231842236115,0.749768157763885,0.819,0.79897155922257,0.839028440777429
"Yuenbt","Cauchy",66292001,1000,10,100,1,2,2,0,0.052,0.0339136180042552,0.0700863819957448,0.128,0.107292899150291,0.148707100849709,0.204,0.183037768162717,0.224962231837283
"Yuenbt","Cauchy",26454565,1000,10,100,1,0.5,2,0,0.357,0.317971177104914,0.396028822895086,0.596,0.565586256159427,0.626413743840573,0.693,0.669006052330327,0.716993947669673
"Yuenbt","Cauchy",529203,1000,10,100,1,1,2,0,0.139,0.110819101577416,0.167180898422584,0.305,0.276463651950539,0.333536348049461,0.417,0.391351131725259,0.442648868274741
"Yuenbt","Cauchy",82404,1000,10,100,1.5,1,1,0,0.353,0.314069915021721,0.391930084978279,0.576,0.545369771166379,0.606630228833621,0.69,0.665941347762187,0.714058652237812
"Yuenbt","Cauchy",31287,1000,10,100,1.5,0.5,0.5,0,0.689,0.651291811956765,0.726708188043235,0.857,0.835302259988653,0.878697740011347,0.916,0.901570433561607,0.930429566438393
