"method","distribution","seed","N","n1","n2","delta","scale","lambda3","lambda4","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BM","GLDLS",24645140,10000,100,100,0,2,-0.1,-0.1,1,0.0137,0.0107055941757577,0.0166944058242423,0.0531,0.048705035310449,0.057494964689551,0.1021,0.0971192727596289,0.107080727240371,1021,531,137
"BM","GLDLS",14747163,10000,100,100,0,2,-0.2,-0.2,1,0.0108,0.00813743762725904,0.013462562372741,0.0487,0.0444812936141988,0.0529187063858012,0.0965,0.0916427144288837,0.101357285571116,965,487,108
"BM","GLDLS",3949885,10000,100,100,0.5,2,-0.002,-0.002,0,0.9266,0.919881999426515,0.933318000573485,0.9806,0.977896646241721,0.983303353758279,0.9921,0.990643678796427,0.993556321203573,9921,9806,9266
"BM","GLDLS",486607,10000,100,100,0.5,2,-0.002,-0.02,0,0.9195,0.912491587336807,0.926508412663193,0.9803,0.977576240953094,0.983023759046906,0.9918,0.990316509121059,0.993283490878941,9918,9803,9195
"BM","GLDLS",4183793,10000,100,100,0.5,2,-0.002,-0.05,0,0.9121,0.904806071124861,0.919393928875139,0.9757,0.972682013028259,0.978717986971741,0.9888,0.987068872153075,0.990531127846925,9888,9757,9121
"BM","GLDLS",287024135,10000,100,100,0.5,2,-0.002,-0.1,0,0.8929,0.884933968753439,0.900866031246561,0.9687,0.96528710529175,0.97211289470825,0.9868,0.984922554069913,0.988677445930087,9868,9687,8929
"BM","GLDLS",3400373,10000,100,100,0.5,2,-0.002,-0.2,0,0.8549,0.845827285944447,0.863972714055553,0.9531,0.948956076518274,0.957243923481726,0.9778,0.975376363937407,0.980223636062593,9778,9531,8549
"BM","GLDLS",2374149,10000,100,100,1,2,-0.002,-0.002,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",164568881,10000,100,100,1,2,-0.002,-0.02,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",218139795,10000,100,100,1,2,-0.002,-0.05,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",717918,10000,100,100,1,2,-0.002,-0.1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",90748,10000,100,100,1,2,-0.002,-0.2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",1198477,10000,100,100,1.5,2,-0.002,-0.002,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",11562837,10000,100,100,1.5,2,-0.002,-0.02,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",1357388,10000,100,100,1.5,2,-0.002,-0.05,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",283160,10000,100,100,1.5,2,-0.002,-0.1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",85844,10000,100,100,1.5,2,-0.002,-0.2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",383263,10000,100,100,2,2,-0.002,-0.002,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",1075622,10000,100,100,2,2,-0.002,-0.02,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",3745690,10000,100,100,2,2,-0.002,-0.05,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",5720651,10000,100,100,2,2,-0.002,-0.1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",27957619,10000,100,100,2,2,-0.002,-0.2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",168135599,10000,100,100,2.5,2,-0.002,-0.002,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",73078,10000,100,100,2.5,2,-0.002,-0.02,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",137846,10000,100,100,2.5,2,-0.002,-0.05,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",96039,10000,100,100,2.5,2,-0.002,-0.1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",78270,10000,100,100,2.5,2,-0.002,-0.2,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BM","GLDLS",299936,10000,10,100,0,2,-0.002,-0.002,1,0.0149,0.0117791050358873,0.0180208949641127,0.0549,0.0504354146980487,0.0593645853019513,0.1024,0.0974127940558265,0.107387205944174,1024,549,149
"BM","GLDLS",596643,10000,10,100,0,2,-0.02,-0.02,1,0.0164,0.0131282731152029,0.0196717268847971,0.0561,0.0515897512478357,0.0606102487521643,0.103,0.0979998764437766,0.108000123556223,1030,561,164
"BM","GLDLS",5194666,10000,10,100,0,2,-0.05,-0.05,1,0.0154,0.012227978408588,0.018572021591412,0.0579,0.0533223366032003,0.0624776633967997,0.1063,0.101229761210083,0.111370238789917,1063,579,154
"BM","GLDLS",56494468,10000,10,100,0,2,-0.1,-0.1,1,0.0172,0.0138507878653606,0.0205492121346394,0.0597,0.0550561684800587,0.0643438315199413,0.1047,0.0996635614973699,0.10973643850263,1047,597,172
"BM","GLDLS",41859489,10000,10,100,0,2,-0.2,-0.2,1,0.0166,0.0133087186816463,0.0198912813183537,0.055,0.0505315868588502,0.0594684131411498,0.1021,0.0971192727596289,0.107080727240371,1021,550,166
"BM","GLDLS",33943,10000,10,100,0.5,2,-0.002,-0.002,0,0.196,0.18577409111529,0.20622590888471,0.3799,0.370386910474593,0.389413089525407,0.497,0.488775148051332,0.505224851948668,4970,3799,1960
"BM","GLDLS",107715438,10000,10,100,0.5,2,-0.002,-0.02,0,0.1937,0.183519736974073,0.203880263025927,0.3719,0.362427086814374,0.381372913185626,0.494,0.485775592221321,0.502224407778679,4940,3719,1937
"BM","GLDLS",2891230,10000,10,100,0.5,2,-0.002,-0.05,0,0.1786,0.168733481484419,0.188466518515581,0.356,0.346615221993036,0.365384778006964,0.4749,0.466685370201952,0.483114629798048,4749,3560,1786
"BM","GLDLS",11303451,10000,10,100,0.5,2,-0.002,-0.1,0,0.171,0.161301129086414,0.180698870913586,0.3373,0.328033350700841,0.346566649299159,0.4598,0.451601626957993,0.467998373042007,4598,3373,1710
"BM","GLDLS",3934216,10000,10,100,0.5,2,-0.002,-0.2,0,0.1493,0.140119549802816,0.158480450197184,0.3027,0.293695240576584,0.311704759423416,0.4141,0.405997290541617,0.422202709458383,4141,3027,1493
"BM","GLDLS",1240539,10000,10,100,1,2,-0.002,-0.002,0,0.6859,0.673943330405111,0.697856669594889,0.8674,0.86075281842294,0.87404718157706,0.9303,0.926111159712907,0.934488840287093,9303,8674,6859
"BM","GLDLS",20870213,10000,10,100,1,2,-0.002,-0.02,0,0.6712,0.659098540908326,0.683301459091674,0.857,0.850138572148598,0.863861427851402,0.9201,0.915639774592694,0.924560225407306,9201,8570,6712
"BM","GLDLS",26958023,10000,10,100,1,2,-0.002,-0.05,0,0.6368,0.624411454906448,0.649188545093552,0.8364,0.829149720766315,0.843650279233685,0.9034,0.898540467302806,0.908259532697194,9034,8364,6368
"BM","GLDLS",10527747,10000,10,100,1,2,-0.002,-0.1,0,0.6071,0.59451894706866,0.61968105293134,0.8102,0.802514001509654,0.817885998490346,0.8881,0.882914246363355,0.893285753636645,8881,8102,6071
"BM","GLDLS",18893429,10000,10,100,1,2,-0.002,-0.2,0,0.5187,0.505829011166618,0.531570988833382,0.7353,0.726653002667654,0.743946997332346,0.8321,0.825951360774287,0.838248639225713,8321,7353,5187
"BM","GLDLS",16887,10000,10,100,1.5,2,-0.002,-0.002,0,0.9497,0.944069809751881,0.955330190248119,0.9909,0.989038805837533,0.992761194162467,0.9962,0.995187882417947,0.997212117582053,9962,9909,9497
"BM","GLDLS",10428233,10000,10,100,1.5,2,-0.002,-0.02,0,0.9386,0.932415988063473,0.944784011936527,0.9863,0.984021647742424,0.988578352257576,0.996,0.994961693513456,0.997038306486544,9960,9863,9386
"BM","GLDLS",20686713,10000,10,100,1.5,2,-0.002,-0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9922,9781,9155
"BM","GLDLS",3139867,10000,10,100,1.5,2,-0.002,-0.1,0,0.8869,0.878741421649818,0.895058578350182,0.9688,0.96539238568943,0.97220761431057,0.9863,0.984387811498106,0.988212188501894,9863,9688,8869
"BM","GLDLS",39046,10000,10,100,1.5,2,-0.002,-0.2,0,0.8122,0.802139370741449,0.822260629258551,0.9332,0.928306363940627,0.938093636059373,0.9681,0.965209177981962,0.970990822018038,9681,9332,8122
"BM","GLDLS",310760404,10000,10,100,2,2,-0.002,-0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9977,9976,9925
"BM","GLDLS",149637,10000,10,100,2,2,-0.002,-0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9977,9969,9902
"BM","GLDLS",223184,10000,10,100,2,2,-0.002,-0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9979,9965,9843
"BM","GLDLS",1489892,10000,10,100,2,2,-0.002,-0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9979,9947,9706
"BM","GLDLS",95062404,10000,10,100,2,2,-0.002,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9925,9819,9353
"BM","GLDLS",81072,10000,10,100,2.5,2,-0.002,-0.002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9779,9779,9771
"BM","GLDLS",94718609,10000,10,100,2.5,2,-0.002,-0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9788,9788,9776
"BM","GLDLS",18259,10000,10,100,2.5,2,-0.002,-0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9764,9764,9745
"BM","GLDLS",48002274,10000,10,100,2.5,2,-0.002,-0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9839,9833,9787
"BM","GLDLS",27010,10000,10,100,2.5,2,-0.002,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9845,9823,9634
