"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Yuenbt","Normal2Var",26493,1000,100,100,2.5,3,5,0,0.906,0.882227553191478,0.929772446808522,0.971,0.960599249334784,0.981400750665216,0.984,0.977472852261516,0.990527147738484
"Yuenbt","Normal2Var",323247,1000,100,100,0.5,1,5,0,0.044,0.0272928972690056,0.0607071027309944,0.144,0.122239232954696,0.165760767045304,0.238,0.215847034737986,0.260152965262014
"Yuenbt","Normal2Var",241884792,1000,100,100,1.5,1,5,0,0.509,0.468276462553653,0.549723537446347,0.777,0.751200041209335,0.802799958790665,0.863,0.845113243956072,0.880886756043928
"Yuenbt","Normal2Var",17106,1000,100,100,2,1,5,0,0.813,0.781237700633361,0.844762299366639,0.935,0.919720168849101,0.9502798311509,0.972,0.963418206690907,0.980581793309093
"Yuenbt","Normal2Var",836814,1000,100,100,2.5,1,5,0,0.969,0.954881498830825,0.983118501169175,0.992,0.986478502232184,0.997521497767816,0.999,0.997355822705728,1.00064417729427
"Yuenbt","Normal2Var",21600,1000,10,100,0,1,2,1,0.018,0.00716976562691277,0.0288302343730872,0.071,0.05508183131136,0.08691816868864,0.117,0.10027988789586,0.13372011210414
"Yuenbt","Normal2Var",49364736,1000,10,100,0,3,5,1,0.014,0.00442919794876103,0.023570802051239,0.036,0.0244536202037175,0.0475463797962825,0.074,0.060382817578515,0.087617182421485
"Yuenbt","Normal2Var",252562,1000,10,100,0,1,5,1,0.009,0.00130685460010016,0.0166931453998998,0.051,0.0373643995951773,0.0646356004048227,0.097,0.0816044345418884,0.112395565458112
"Yuenbt","Normal2Var",1975215,1000,10,100,0.5,1,2,0,0.092,0.0684558673139994,0.115544132686001,0.232,0.205837413705828,0.258162586294172,0.343,0.318305761000286,0.367694238999714
"Yuenbt","Normal2Var",695366,1000,10,100,1.5,1,2,0,0.67,0.631696343861193,0.708303656138807,0.888,0.868453384702205,0.907546615297795,0.948,0.936450272366848,0.959549727633152
"Yuenbt","Normal2Var",719463,1000,10,100,2,1,2,0,0.85,0.820912864699321,0.879087135300679,0.965,0.9536092124943,0.9763907875057,0.986,0.979888210646627,0.992111789353373
"Yuenbt","Normal2Var",2328739,1000,10,100,2.5,1,2,0,0.947,0.92875017169352,0.96524982830648,0.996,0.992087847855719,0.999912152144281,0.999,0.997355822705728,1.00064417729427
"Yuenbt","Normal2Var",27173311,1000,10,100,0.5,3,5,0,0.021,0.00931989217584016,0.0326801078241598,0.073,0.0568765725231885,0.0891234274768115,0.122,0.10497476655373,0.13902523344627
"Yuenbt","Normal2Var",6585712,1000,10,100,1.5,3,5,0,0.094,0.0702275531914782,0.117772446808522,0.232,0.205837413705828,0.258162586294172,0.348,0.323221254099531,0.372778745900469
"Yuenbt","Normal2Var",242989943,1000,10,100,2,3,5,0,0.175,0.144047776170362,0.205952223829638,0.343,0.313577076936511,0.372422923063489,0.465,0.439054068346367,0.490945931653633
"Yuenbt","Normal2Var",113706,1000,10,100,2.5,3,5,0,0.244,0.209013405652107,0.278986594347893,0.477,0.446042484053141,0.507957515946859,0.607,0.581592816571391,0.632407183428609
"Yuenbt","Normal2Var",10368154,1000,10,100,0.5,1,5,0,0.035,0.0200292507067949,0.0499707492932051,0.13,0.109155697181244,0.150844302818756,0.197,0.17631017639575,0.21768982360425
"Yuenbt","Normal2Var",20231073,1000,10,100,1.5,1,5,0,0.345,0.306276370500688,0.383723629499312,0.599,0.568623224687271,0.629376775312729,0.719,0.69561790033006,0.74238209966994
"Yuenbt","Normal2Var",32317,1000,10,100,2,1,5,0,0.66,0.621411554392539,0.698588445607461,0.873,0.852362121388088,0.893637878611912,0.928,0.914553596525465,0.941446403474536
"Yuenbt","Normal2Var",127260629,1000,10,100,2.5,1,5,0,0.875,0.848059547145603,0.901940452854397,0.97,0.959426894495939,0.980573105504061,0.99,0.98482412833428,0.99517587166572
