"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"VW","Normal2Var",123684,10000,100,100,1,1,5,0,0.1524,0.143141645277857,0.161658354722143,0.3517,0.342340982349755,0.361059017650245,0.4801,0.471881516946299,0.488318483053701,4801,3517,1524
"VW","Normal2Var",85647,10000,100,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"VW","Normal2Var",2652439,10000,100,100,5,3,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"VW","Normal2Var",20942,10000,100,100,5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"VW","Normal2Var",25915277,10000,10,100,0.5,1,3,0,1e-04,-0.000157587119677984,0.000357587119677984,0.0017,0.00089255849896107,0.00250744150103893,0.0105,0.00882324947461616,0.0121767505253838,105,17,1
"VW","Normal2Var",677299,10000,10,100,1.5,1,3,0,0.019,0.015483123134598,0.022516876865402,0.2088,0.200833556913553,0.216766443086447,0.4304,0.422255076231566,0.438544923768434,4304,2088,190
"VW","Normal2Var",186216,10000,10,100,2,1,3,0,0.1481,0.13895007156985,0.15724992843015,0.5823,0.572633668073483,0.591966331926517,0.8099,0.80344535055956,0.81635464944044,8099,5823,1481
"VW","Normal2Var",9072916,10000,10,100,2.5,1,3,0,0.4912,0.478321995008905,0.504078004991095,0.8969,0.890939846896061,0.90286015310394,0.9724,0.969705098361795,0.975094901638205,9724,8969,4912
"VW","Normal2Var",6058125,10000,10,100,0.5,3,5,0,4e-04,-0.000115096949693939,0.000915096949693939,0.0081,0.00634315872589468,0.00985684127410532,0.0277,0.0250003595317571,0.0303996404682429,277,81,4
"VW","Normal2Var",12060239,10000,10,100,1.5,3,5,0,0.0074,0.00519225528409102,0.00960774471590898,0.0689,0.0639356333932313,0.0738643666067687,0.1507,0.144814910248792,0.156585089751208,1507,689,74
"VW","Normal2Var",163312,10000,10,100,2,3,5,0,0.0218,0.0180382672793809,0.0255617327206191,0.1448,0.137902778101757,0.151697221898243,0.2755,0.268150701302207,0.282849298697793,2755,1448,218
"VW","Normal2Var",123346,10000,10,100,2.5,3,5,0,0.0705,0.0639057544606225,0.0770942455393775,0.2745,0.265753265297267,0.283246734702733,0.4463,0.438122574287908,0.454477425712091,4463,2745,705
"VW","Normal2Var",1166313,10000,10,100,0.5,1,5,0,0,0,0,0,0,0,6e-04,0.000197179837768763,0.00100282016223124,6,0,0
"VW","Normal2Var",867584,10000,10,100,1.5,1,5,0,1e-04,-0.000157587119677984,0.000357587119677984,0.0095,0.00759872422831405,0.0114012757716859,0.0471,0.0436150221725275,0.0505849778274725,471,95,1
"VW","Normal2Var",18017301,10000,10,100,2,1,5,0,0.001,0.00018580467797954,0.00181419532202046,0.0454,0.0413196754082059,0.0494803245917941,0.1659,0.159780750572417,0.172019249427583,1659,454,10
"VW","Normal2Var",147536766,10000,10,100,2.5,1,5,0,0.0103,0.00769914430765258,0.0129008556923474,0.1708,0.163423851505182,0.178176148494818,0.416,0.407891901964086,0.424108098035914,4160,1708,103
"VW","Normal2Var",2767503,10000,10,100,1,1,3,0,0.0011,0.000246107482698203,0.0019538925173018,0.0332,0.0296884938442885,0.0367115061557115,0.1067,0.101621367600055,0.111778632399945,1067,332,11
"VW","Normal2Var",228665,10000,10,100,1,3,5,0,0.0026,0.00128820124431222,0.00391179875568778,0.0262,0.0230692989268217,0.0293307010731783,0.0686,0.0644418890155384,0.0727581109844616,686,262,26
"VW","Normal2Var",101467492,10000,10,100,1,1,5,0,0,0,0,9e-04,0.000312264659561806,0.00148773534043819,0.0082,0.00671650912105939,0.00968349087894062,82,9,0
"VW","Normal2Var",36762,10000,10,100,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"VW","Normal2Var",11620465,10000,10,100,5,3,5,0,0.7648,0.753874572057695,0.775725427942305,0.9535,0.949372919913547,0.957627080086453,0.9866,0.984708576167249,0.988491423832751,9866,9535,7648
"VW","Normal2Var",905015,10000,10,100,5,1,5,0,0.8634,0.854553382899766,0.872246617100233,0.9963,0.995109986197727,0.997490013802273,0.9998,0.999567385133966,1.00003261486603,9998,9963,8634
