"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI"
"Bayes_TTest_VarEqual","Cauchy",175101,1000,100,100,1.5,1,1,0,0.049,0.0314153326496064,0.0665846673503936,0.134,0.112886150744121,0.155113849255879,0.209,0.187849176210488,0.230150823789512
"Bayes_TTest_VarEqual","Cauchy",13761804,1000,100,100,1.5,0.5,0.5,0,0.207,0.173995920461616,0.240004079538384,0.353,0.323379283168701,0.382620716831299,0.438,0.412191003702197,0.463808996297803
"Bayes_TTest_VarEqual","Cauchy",19707,1000,100,100,1.5,2,2,0,0.011,0.00250349441805633,0.0194965055819437,0.055,0.0408696369473392,0.0691303630526608,0.112,0.0955948050179219,0.128405194982078
"Bayes_TTest_VarEqual","Cauchy",17692,1000,100,100,1.5,0.5,2,0,0.031,0.0168814988308249,0.0451185011691751,0.097,0.0786563475392713,0.115343652460729,0.168,0.148551674869028,0.187448325130972
"Bayes_TTest_VarEqual","Cauchy",96447531,1000,100,100,1.5,1,2,0,0.023,0.0107888361530934,0.0352111638469066,0.089,0.071351399874211,0.106648600125789,0.145,0.126683901906383,0.163316098093617
"Bayes_TTest_VarEqual","Cauchy",107084799,1000,100,100,2,1,1,0,0.12,0.0935285447018869,0.146471455298113,0.227,0.20103676842918,0.25296323157082,0.308,0.283984352092854,0.332015647907146
"Bayes_TTest_VarEqual","Cauchy",377790,1000,100,100,2,0.5,0.5,0,0.33,0.291696343861193,0.368303656138807,0.445,0.414197740991934,0.475802259008066,0.54,0.514073630990823,0.565926369009177
"Bayes_TTest_VarEqual","Cauchy",2615017,1000,100,100,2,2,2,0,0.019,0.00787865885497617,0.0301213411450238,0.074,0.0577752720084434,0.0902247279915566,0.143,0.124789396776191,0.161210603223809
"Bayes_TTest_VarEqual","Cauchy",89828102,1000,100,100,2,0.5,2,0,0.049,0.0314153326496064,0.0665846673503936,0.147,0.125052287918783,0.168947712081217,0.23,0.208108517010033,0.251891482989967
"Bayes_TTest_VarEqual","Cauchy",3071724,1000,100,100,2,1,2,0,0.037,0.0216234160277388,0.0523765839722612,0.129,0.108224092453036,0.149775907546964,0.2,0.179192212996092,0.220807787003908
"Bayes_TTest_VarEqual","Cauchy",38731784,1000,100,100,2.5,1,1,0,0.158,0.128288098412656,0.187711901587344,0.283,0.255080420891425,0.310919579108575,0.358,0.333061235758362,0.382938764241638
"Bayes_TTest_VarEqual","Cauchy",37285073,1000,100,100,2.5,0.5,0.5,0,0.426,0.3857184100286,0.4662815899714,0.537,0.506094646910284,0.567905353089716,0.61,0.584627508054982,0.635372491945018
"Bayes_TTest_VarEqual","Cauchy",3071007,1000,100,100,2.5,2,2,0,0.035,0.0200292507067949,0.0499707492932051,0.095,0.0768263498437986,0.113173650156201,0.152,0.133323924437934,0.170676075562066
"Bayes_TTest_VarEqual","Cauchy",3702677,1000,100,100,2.5,0.5,2,0,0.096,0.0720025171239982,0.119997482876002,0.212,0.186666971566747,0.237333028433253,0.294,0.270300350781077,0.317699649218923
"Bayes_TTest_VarEqual","Cauchy",31826,1000,100,100,2.5,1,2,0,0.075,0.0535440693513425,0.0964559306486575,0.169,0.14577263548312,0.19222736451688,0.25,0.2274749098226,0.2725250901774
"Bayes_TTest_VarEqual","Cauchy",170717,1000,10,100,0,1,1,1,0.044,0.0272928972690056,0.0607071027309944,0.073,0.0568765725231885,0.0891234274768115,0.097,0.0816044345418884,0.112395565458112
"Bayes_TTest_VarEqual","Cauchy",76438,1000,10,100,0,0.5,0.5,1,0.054,0.0355885366908548,0.0724114633091452,0.087,0.0695316821187614,0.104468317881239,0.106,0.0899864509523966,0.122013549047603
"Bayes_TTest_VarEqual","Cauchy",46794087,1000,10,100,0,2,2,1,0.055,0.0364286657022173,0.0735713342977827,0.082,0.0649946984266671,0.099005301573333,0.102,0.0862563960320389,0.117743603967961
"Bayes_TTest_VarEqual","Cauchy",226671496,1000,10,100,0,0.5,2,1,0.014,0.00442919794876103,0.023570802051239,0.021,0.0121129614381393,0.0298870385618608,0.024,0.0160384719054694,0.0319615280945306
"Bayes_TTest_VarEqual","Cauchy",200966,1000,10,100,0,1,2,1,0.024,0.0115325857923946,0.0364674142076054,0.053,0.0391142610711565,0.0668857389288435,0.067,0.0539939887446227,0.0800060112553773
"Bayes_TTest_VarEqual","Cauchy",146951,1000,10,100,0.5,1,1,0,0.043,0.0264752059566238,0.0595247940433761,0.064,0.0488300558208015,0.0791699441791986,0.096,0.0806755204460315,0.111324479553969
"Bayes_TTest_VarEqual","Cauchy",4664151,1000,10,100,0.5,0.5,0.5,0,0.055,0.0364286657022173,0.0735713342977827,0.092,0.0740859859997822,0.109914014000218,0.123,0.105914871297675,0.140085128702325
