"method","distribution","seed","N","n1","n2","delta","scale1","scale2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BWS","Cauchy",5415130,10000,20,20,0.5,0.5,2,0,0.1652,0.155633741760997,0.174766258239003,0.4525,0.442744322729815,0.462255677270185,0.6279,0.619948648016974,0.635851351983026,6279,4525,1652
"BWS","Cauchy",87007911,10000,20,20,0.5,1,2,0,0.0514,0.0457118770087221,0.0570881229912779,0.159,0.151832748710977,0.166167251289023,0.2721,0.264779073732923,0.279420926267077,2721,1590,514
"BWS","Cauchy",182045,10000,20,20,1,1,1,0,0.2082,0.197740908316963,0.218659091683037,0.4094,0.39976222658378,0.41903777341622,0.5284,0.520188278630665,0.536611721369335,5284,4094,2082
"BWS","Cauchy",55536756,10000,20,20,1,0.5,0.5,0,0.6771,0.665055014317701,0.689144985682299,0.8599,0.853097021264299,0.866702978735701,0.9167,0.912154286935059,0.921245713064941,9167,8599,6771
"BWS","Cauchy",25933,10000,20,20,1,2,2,0,0.053,0.047228897564451,0.058771102435549,0.1503,0.14329564142654,0.15730435857346,0.2314,0.224462583488135,0.238337416511865,2314,1503,530
"BWS","Cauchy",129004,10000,20,20,1,0.5,2,0,0.3224,0.310359900556913,0.334440099443087,0.619,0.609481601487645,0.628518398512355,0.7648,0.757823164221626,0.771776835778374,7648,6190,3224
"BWS","Cauchy",49160,10000,20,20,1,1,2,0,0.1295,0.120851015264576,0.138148984735424,0.316,0.306887707256678,0.325112292743322,0.4403,0.432133839743443,0.448466160256557,4403,3160,1295
"BWS","Cauchy",1634315,10000,20,20,1.5,1,1,0,0.4447,0.431899018788498,0.457500981211502,0.6785,0.669345777037891,0.687654222962109,0.783,0.7762192668997,0.7897807331003,7830,6785,4447
"BWS","Cauchy",41237,10000,20,20,1.5,0.5,0.5,0,0.9138,0.906570220226185,0.921029779773814,0.9768,0.973849450606819,0.979750549393181,0.9904,0.988795990874839,0.992004009125161,9904,9768,9138
"BWS","Cauchy",23545,10000,20,20,1.5,2,2,0,0.111,0.102907956130223,0.119092043869777,0.2592,0.250611366773601,0.267788633226399,0.3643,0.356383711856572,0.372216288143428,3643,2592,1110
"BWS","Cauchy",403136,10000,20,20,1.5,0.5,2,0,0.5248,0.511935853186748,0.537664146813252,0.7808,0.772691393063072,0.788908606936928,0.881,0.875673678990382,0.886326321009618,8810,7808,5248
"BWS","Cauchy",351108,10000,20,20,1.5,1,2,0,0.2678,0.256393142732846,0.279206857267154,0.4965,0.486700240102941,0.506299759897059,0.6285,0.62055126620968,0.63644873379032,6285,4965,2678
"BWS","Cauchy",1793609,10000,20,20,2,1,1,0,0.6784,0.666367751344867,0.690432248655133,0.8579,0.851056607582902,0.864743392417098,0.9185,0.913999256250976,0.923000743749024,9185,8579,6784
"BWS","Cauchy",2869459,10000,20,20,2,0.5,0.5,0,0.9802,0.976611311170121,0.983788688829879,0.9968,0.995693031978059,0.997906968021941,0.9991,0.998606722124989,0.999593277875011,9991,9968,9802
"BWS","Cauchy",240909,10000,20,20,2,2,2,0,0.2056,0.195189369522336,0.216010630477664,0.4042,0.394581563650073,0.413818436349927,0.527,0.518787000804974,0.535212999195026,5270,4042,2056
"BWS","Cauchy",17939,10000,20,20,2,0.5,2,0,0.7099,0.698209897713731,0.721590102286269,0.9041,0.898328700538839,0.909871299461161,0.9534,0.949932659962579,0.956867340037421,9534,9041,7099
"BWS","Cauchy",31161127,10000,20,20,2,1,2,0,0.4331,0.420335812385519,0.445864187614481,0.6714,0.662193797586062,0.680606202413938,0.7834,0.776623789135874,0.790176210864126,7834,6714,4331
"BWS","Cauchy",3021731,10000,20,20,2.5,1,1,0,0.8298,0.820119175393589,0.839480824606411,0.9446,0.9401163167491,0.9490836832509,0.9737,0.971067572848724,0.976332427151276,9737,9446,8298
"BWS","Cauchy",4979042,10000,20,20,2.5,0.5,0.5,0,0.9948,0.992947255985924,0.996652744014076,0.9994,0.998920044062022,0.999879955937978,0.9999,0.999735508225206,1.00006449177479,9999,9994,9948
"BWS","Cauchy",9656705,10000,20,20,2.5,2,2,0,0.3173,0.305310644268682,0.329289355731318,0.5447,0.534939241128601,0.554460758871399,0.6589,0.65110140232792,0.66669859767208,6589,5447,3173
"BWS","Cauchy",38835,10000,20,20,2.5,0.5,2,0,0.8363,0.826768719587366,0.845831280412634,0.9567,0.95271078074586,0.96068921925414,0.9836,0.981510717886067,0.985689282113933,9836,9567,8363
"BWS","Cauchy",55683,10000,20,20,2.5,1,2,0,0.5844,0.571704823834729,0.597095176165271,0.7984,0.790536577707486,0.806263422292514,0.8802,0.874858232352872,0.885541767647128,8802,7984,5844
"BWS","Cauchy",27285634,10000,20,20,5,1,1,0,0.9949,0.993065065094717,0.996734934905283,0.9992,0.998645850076604,0.999754149923396,0.9997,0.999415120383714,0.999984879616286,9997,9992,9949
"BWS","Cauchy",191255478,10000,20,20,5,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",4582662,10000,20,20,5,2,2,0,0.8309,0.821244115950999,0.840555884049001,0.9444,0.939908706295242,0.948891293704758,0.9724,0.969705098361795,0.975094901638205,9724,9444,8309
"BWS","Cauchy",107367,10000,20,20,5,0.5,2,0,0.9929,0.990737143089989,0.995062856910011,0.9994,0.998920044062022,0.999879955937978,0.9998,0.999567385133966,1.00003261486603,9998,9994,9929
"BWS","Cauchy",14067992,10000,20,20,5,1,2,0,0.9625,0.95760602370255,0.96739397629745,0.9933,0.991701054391919,0.99489894560808,0.998,0.997265069669969,0.998734930330031,9980,9933,9625
"BWS","Cauchy",84270653,10000,20,20,5,0.5,1,0,0.9996,0.999084903050306,1.00011509694969,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9996
"BWS","Cauchy",144041,10000,20,20,0.5,0.5,1,0,0.1229,0.114442415303245,0.131357584696755,0.2973,0.28834143389411,0.30625856610589,0.4205,0.412379633656701,0.428620366343298,4205,2973,1229
"BWS","Cauchy",4993477,10000,20,20,1,0.5,1,0,0.4247,0.411966899227367,0.437433100772633,0.6636,0.65433943992156,0.67286056007844,0.7743,0.767423201304039,0.781176798695961,7743,6636,4247
"BWS","Cauchy",66452,10000,20,20,1.5,0.5,1,0,0.7391,0.72778812755264,0.75041187244736,0.8992,0.893299151201937,0.905100848798063,0.9451,0.941352937335862,0.948847062664138,9451,8992,7391
"BWS","Cauchy",70154889,10000,20,20,2,0.5,1,0,0.8917,0.883694850069915,0.899705149930085,0.9718,0.968555340911344,0.975044659088656,0.987,0.985136642632907,0.988863357367093,9870,9718,8917
"BWS","Cauchy",2111839,10000,20,20,2.5,0.5,1,0,0.9599,0.954846048838441,0.964953951161559,0.9932,0.991589247243802,0.994810752756198,0.9981,0.997383642634591,0.998816357365409,9981,9932,9599
"BWS","Cauchy",204570,10000,100,100,0,1,1,1,0.0114,0.00866530694682127,0.0141346930531787,0.0527,0.0483206954577696,0.0570793045422304,0.1028,0.0978041764366223,0.107795823563378,1028,527,114
"BWS","Cauchy",21788,10000,100,100,0,0.5,0.5,1,0.0129,0.00999315891531993,0.0158068410846801,0.0547,0.0502430828249114,0.0591569171750886,0.1034,0.0983912940159059,0.108408705984094,1034,547,129
"BWS","Cauchy",324311077,10000,100,100,0,2,2,1,0.0104,0.00778668132697445,0.0130133186730255,0.0521,0.0477443177050662,0.0564556822949338,0.1022,0.0972171117126811,0.107182888287319,1022,521,104
"BWS","Cauchy",709079,10000,100,100,0.5,1,1,0,0.2709,0.259451623320813,0.282348376679187,0.5144,0.504604065099114,0.524195934900886,0.6381,0.630194951002367,0.646005048997633,6381,5144,2709
"BWS","Cauchy",4775753,10000,100,100,0.5,0.5,0.5,0,0.9117,0.90439109717356,0.91900890282644,0.9774,0.974486959931892,0.980313040068108,0.9899,0.988255165330808,0.991544834669192,9899,9774,9117
"BWS","Cauchy",179228132,10000,100,100,0.5,2,2,0,0.0576,0.0515982936974704,0.0636017063025296,0.1698,0.162441042769957,0.177158957230043,0.2681,0.260813144073747,0.275386855926253,2681,1698,576
"BWS","Cauchy",2363241,10000,100,100,0.5,0.5,2,0,0.994,0.992010634069257,0.995989365930743,0.9997,0.99936056896783,1.00003943103217,1,1,1,10000,9997,9940
"BWS","Cauchy",343462642,10000,100,100,0.5,1,2,0,0.412,0.399321054654838,0.424678945345162,0.7342,0.725541538110172,0.742858461889828,0.8598,0.854088651916062,0.865511348083938,8598,7342,4120
"BWS","Cauchy",55849869,10000,100,100,1,1,1,0,0.9089,0.901487527436388,0.916312472563612,0.9751,0.972045920603782,0.978154079396217,0.9893,0.987607526818595,0.990992473181405,9893,9751,9089
"BWS","Cauchy",19533637,10000,100,100,1,0.5,0.5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Cauchy",4378980,10000,100,100,1,2,2,0,0.2877,0.276038692116538,0.299361307883462,0.5166,0.506805402465114,0.526394597534886,0.6391,0.631199696927207,0.647000303072793,6391,5166,2877
