"method","distribution","seed","N","n1","n2","delta","sd1","sd2","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"BWS","Normal2Var",1340120,10000,20,20,5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",23612,10000,20,20,5,3,5,0,0.9048,0.897239672150753,0.912360327849247,0.9764,0.973424732911754,0.979375267088246,0.9912,0.989663658064622,0.992736341935378,9912,9764,9048
"BWS","Normal2Var",66432177,10000,20,20,5,1,5,0,0.9984,0.997370424649992,0.999429575350008,1,1,1,1,1,1,10000,10000,9984
"BWS","Normal2Var",1955624,10000,100,100,0.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",559685,10000,100,100,1.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",319106581,10000,100,100,2,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",1773251,10000,100,100,2.5,1,3,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",130070,10000,100,100,0.5,3,5,0,0.662,0.649814784800193,0.674185215199807,0.9133,0.907784659254624,0.918815340745376,0.9663,0.963331501440665,0.969268498559335,9663,9133,6620
"BWS","Normal2Var",8953202,10000,100,100,1.5,3,5,0,0.9325,0.926037178436627,0.938962821563373,0.9899,0.987940196989899,0.991859803010101,0.996,0.994961693513456,0.997038306486544,9960,9899,9325
"BWS","Normal2Var",95499,10000,100,100,2,3,5,0,0.9827,0.979341236784158,0.986058763215842,0.9974,0.996401892251107,0.998398107748893,0.9993,0.998864926265128,0.999735073734871,9993,9974,9827
"BWS","Normal2Var",71574,10000,100,100,2.5,3,5,0,0.9978,0.996593078708276,0.999006921291724,0.9997,0.99936056896783,1.00003943103217,0.9999,0.999735508225206,1.00006449177479,9999,9997,9978
"BWS","Normal2Var",110133238,10000,100,100,0.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"BWS","Normal2Var",41632158,10000,100,100,1.5,1,5,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
