"method","distribution","seed","N","n1","n2","delta","sd","null","power0.01","l_CI","u_CI","power0.05","l_CI","u_CI","power0.10","l_CI","u_CI","ct_0.10","ct_0.05","ct_0.01"
"AD","Logistic",48352216,10000,100,100,0,2,1,0.0099,0.00734963120325236,0.0124503687967476,0.0489,0.0446730842489588,0.0531269157510412,0.0976,0.092718083416362,0.102481916583638,976,489,99
"AD","Logistic",106966873,10000,100,100,0.5,1,0,0.2789,0.267347715824448,0.290452284175552,0.5155,0.505704710031857,0.525295289968143,0.6375,0.629592121239904,0.645407878760096,6375,5155,2789
"AD","Logistic",9380583,10000,100,100,1.5,1,0,0.9994,0.998769200767229,1.00003079923277,0.9999,0.999704009800245,1.00009599019976,1,1,1,10000,9999,9994
"AD","Logistic",146460492,10000,100,100,2,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Logistic",4138238,10000,100,100,2.5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Logistic",86816,10000,100,100,0.5,3,0,0.0309,0.0264423148034272,0.0353576851965728,0.103,0.0970424059755636,0.108957594024436,0.1731,0.166876410603601,0.179323589396399,1731,1030,309
"AD","Logistic",203034,10000,100,100,1.5,3,0,0.2893,0.277619451602233,0.300980548397767,0.5116,0.501802637730981,0.521397362269019,0.6341,0.626176337232253,0.642023662767747,6341,5116,2893
"AD","Logistic",137444,10000,100,100,2,3,0,0.5393,0.526459847702127,0.552140152297873,0.7588,0.75041489733816,0.76718510266184,0.842,0.836000010484176,0.847999989515824,8420,7588,5393
"AD","Logistic",19569063,10000,100,100,2.5,3,0,0.7779,0.767192649392105,0.788607350607895,0.9146,0.909122270209804,0.920077729790196,0.9517,0.948173129590731,0.955226870409269,9517,9146,7779
"AD","Logistic",711519,10000,100,100,1,1,0,0.9204,0.91342746508693,0.92737253491307,0.9787,0.975870102749286,0.981529897250714,0.99,0.98836324566596,0.99163675433404,9900,9787,9204
"AD","Logistic",7672942,10000,100,100,1,3,0,0.1071,0.0991339687534391,0.115066031246561,0.2693,0.260605516217647,0.277994483782353,0.3821,0.374106931796677,0.390093068203323,3821,2693,1071
"AD","Logistic",82741412,10000,100,100,5,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Logistic",42258,10000,100,100,5,3,0,0.9999,0.999642412880322,1.00015758711968,1,1,1,1,1,1,10000,10000,9999
"AD","Logistic",34016,10000,100,100,0.5,5,0,0.015,0.0118688086867775,0.0181311913132225,0.0666,0.0617131716553167,0.0714868283446833,0.1322,0.126628252167955,0.137771747832045,1322,666,150
"AD","Logistic",875940,10000,100,100,1,5,0,0.0366,0.0317628481365432,0.0414371518634568,0.1288,0.12223442243747,0.13536557756253,0.2048,0.198161513687715,0.211438486312285,2048,1288,366
"AD","Logistic",17775,10000,100,100,1.5,5,0,0.0869,0.0796437052016843,0.0941562947983157,0.22,0.211880772450534,0.228119227549466,0.3237,0.316003257703302,0.331396742296698,3237,2200,869
"AD","Logistic",526920,10000,100,100,2,5,0,0.1714,0.161692134918001,0.181107865081999,0.3681,0.358647141483001,0.377552858516999,0.4884,0.48017721380993,0.49662278619007,4884,3681,1714
"AD","Logistic",5544337,10000,100,100,2.5,5,0,0.2796,0.2680388431232,0.2911611568768,0.5172,0.507405800180433,0.526994199819567,0.6356,0.627683248177718,0.643516751822282,6356,5172,2796
"AD","Logistic",35075283,10000,100,100,5,5,0,0.9189,0.911867812990719,0.925932187009281,0.9808,0.978110342910778,0.983489657089222,0.9902,0.988579532216951,0.991820467783049,9902,9808,9189
"AD","Logistic",2440812,10000,100,100,3,1,0,1,1,1,1,1,1,1,1,1,10000,10000,10000
"AD","Logistic",31723,10000,100,100,3,3,0,0.9236,0.916757189705106,0.930442810294894,0.9798,0.97704259554044,0.98255740445956,0.9905,0.988904286405906,0.992095713594094,9905,9798,9236
"AD","Logistic",341953313,10000,100,100,3,5,0,0.429,0.416250517448994,0.441749482551006,0.6601,0.65081597032327,0.66938402967673,0.7647,0.757722137441825,0.771677862558175,7647,6601,4290
"AD","Logistic",364520945,10000,100,100,0.5,2,0,0.0574,0.0514080866739727,0.0633919133260273,0.1714,0.16401358091587,0.17878641908413,0.2635,0.256253261539191,0.270746738460809,2635,1714,574
"AD","Logistic",4160882,10000,100,100,1,2,0,0.2789,0.267347715824448,0.290452284175552,0.5087,0.498901483636305,0.518498516363695,0.6293,0.621354777548125,0.637245222451875,6293,5087,2789
